Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
116,Sean Elliott,SF,27,SAS,77,77,37.7,6.8,14.6,0.466,2.1,5.1,0.41100000000000003,4.7,9.5,0.495,0.537,4.2,5.5,0.7709999999999999,0.9,4.2,5.1,2.7,0.9,0.4,2.6,2.3,20.0
117,Dale Ellis,SF,35,DEN,81,52,32.4,5.7,11.8,0.479,1.9,4.5,0.41200000000000003,3.8,7.3,0.519,0.557,1.7,2.2,0.76,1.1,2.8,3.9,1.7,0.7,0.1,1.2,2.4,14.9
118,LaPhonso Ellis,SF,25,DEN,45,28,28.2,4.2,9.6,0.43799999999999994,0.1,0.5,0.182,4.1,9.1,0.451,0.442,2.0,3.3,0.601,2.1,5.1,7.2,1.6,0.8,0.7,1.8,3.6,10.5
119,LeRon Ellis,C,26,MIA,12,1,6.2,0.4,1.8,0.22699999999999998,0.0,0.0,,0.4,1.8,0.22699999999999998,0.22699999999999998,0.3,0.5,0.5,0.4,0.3,0.7,0.3,0.2,0.3,0.3,0.9,1.1
120,Pervis Ellison,C,28,BOS,69,29,20.7,2.1,4.3,0.49200000000000005,0.0,0.0,,2.1,4.3,0.49200000000000005,0.49200000000000005,1.1,1.7,0.6409999999999999,2.2,4.3,6.5,0.9,0.6,1.4,1.2,3.0,5.3
121,Vincenzo Esposito,PG,26,TOR,30,0,9.4,1.2,3.3,0.36,0.4,1.9,0.23199999999999998,0.8,1.5,0.523,0.425,1.0,1.3,0.795,0.1,0.4,0.5,0.8,0.2,0.0,1.3,0.9,3.9
122,Patrick Ewing,C,33,NYK,76,76,36.6,8.9,19.2,0.466,0.1,0.4,0.14300000000000002,8.9,18.8,0.47200000000000003,0.467,4.6,6.1,0.7609999999999999,2.1,8.5,10.6,2.1,0.9,2.4,2.9,3.3,22.5
123,Duane Ferrell,SF,30,IND,54,6,10.9,1.5,3.1,0.48200000000000004,0.0,0.1,0.0,1.5,2.9,0.506,0.48200000000000004,0.8,1.1,0.737,0.6,1.1,1.7,0.6,0.4,0.1,0.6,1.5,3.7
124,Danny Ferry,PF,29,CLE,82,79,32.7,5.1,11.2,0.45899999999999996,1.7,4.4,0.39399999999999996,3.4,6.8,0.502,0.537,1.3,1.6,0.769,0.9,2.9,3.8,2.3,0.7,0.5,1.5,2.8,13.3
125,Michael Finley,SF,22,PHO,82,72,39.2,5.7,11.9,0.47600000000000003,0.7,2.3,0.32799999999999996,4.9,9.6,0.511,0.508,3.0,3.9,0.7490000000000001,1.7,2.9,4.6,3.5,1.0,0.4,1.6,2.4,15.0
126,Matt Fish,C,26,TOT,18,1,7.4,1.2,2.0,0.583,0.0,0.0,,1.2,2.0,0.583,0.583,0.6,1.1,0.526,0.6,0.6,1.2,0.4,0.2,0.4,0.2,1.1,2.9
127,Vern Fleming,PG,33,NJN,77,3,22.7,2.9,6.8,0.433,0.0,0.4,0.107,2.9,6.4,0.452,0.436,1.7,2.3,0.7509999999999999,0.6,1.6,2.2,3.3,0.5,0.1,1.6,1.5,7.7
128,Sherell Ford,SF,23,SEA,28,1,5.0,1.1,2.9,0.375,0.1,0.9,0.16,0.9,2.0,0.473,0.4,0.9,1.2,0.765,0.4,0.4,0.9,0.2,0.3,0.0,0.2,1.0,3.2
129,Greg Foster,C,27,UTA,73,2,11.0,1.5,3.3,0.439,0.0,0.1,0.125,1.5,3.2,0.449,0.441,0.8,1.0,0.847,0.7,1.7,2.4,0.3,0.1,0.3,0.8,1.6,3.8
130,Rick Fox,SF,26,BOS,81,81,32.0,5.2,11.5,0.45399999999999996,1.2,3.4,0.364,4.0,8.1,0.491,0.507,2.4,3.1,0.772,2.0,3.6,5.6,4.6,1.4,0.5,2.7,3.6,14.0
131,Kevin Gamble,SF,30,TOT,65,13,20.4,2.3,5.8,0.401,0.7,1.8,0.386,1.7,4.1,0.408,0.45899999999999996,0.6,0.7,0.792,0.3,1.4,1.7,1.5,0.5,0.1,0.7,2.3,5.9
132,Kevin Garnett,SF,19,MIN,80,43,28.7,4.5,9.2,0.491,0.1,0.4,0.28600000000000003,4.4,8.8,0.499,0.49700000000000005,1.3,1.9,0.705,2.2,4.1,6.3,1.8,1.1,1.6,1.4,2.4,10.4
133,Chris Gatling,PF,28,TOT,71,2,20.1,4.6,8.0,0.575,0.0,0.0,0.0,4.6,8.0,0.5760000000000001,0.575,2.0,2.9,0.6709999999999999,1.8,4.1,5.9,0.6,0.5,0.6,1.3,3.1,11.1
134,Kenny Gattison,PF,31,VAN,25,14,22.8,3.6,7.6,0.479,0.0,0.0,,3.6,7.6,0.479,0.479,1.9,3.1,0.603,1.4,3.2,4.6,0.6,0.4,0.4,1.6,3.0,9.2
135,Matt Geiger,C,26,CHH,77,50,30.5,4.6,8.6,0.536,0.0,0.1,0.375,4.6,8.5,0.5379999999999999,0.5379999999999999,1.9,2.7,0.727,2.6,5.8,8.4,0.8,0.6,0.8,1.8,3.8,11.2
136,Kendall Gill,SG,27,TOT,47,46,35.8,5.2,11.1,0.469,0.6,1.7,0.32899999999999996,4.7,9.5,0.494,0.494,2.9,3.7,0.784,1.5,3.4,4.9,5.5,1.4,0.5,2.8,2.8,14.0
137,Armen Gilliam,SF,31,NJN,78,76,36.6,7.4,15.6,0.474,0.0,0.0,0.0,7.4,15.6,0.474,0.474,3.6,4.5,0.7909999999999999,3.1,6.1,9.1,1.8,0.9,0.7,2.3,2.3,18.3
138,Gerald Glass,SF,28,TOT,15,0,4.7,0.8,2.2,0.364,0.1,0.4,0.16699999999999998,0.7,1.8,0.40700000000000003,0.379,0.1,0.1,1.0,0.4,0.1,0.5,0.3,0.2,0.1,0.0,0.7,1.7
139,Anthony Goldwire,PG,24,CHH,42,8,14.8,1.8,4.5,0.402,0.8,2.0,0.39799999999999996,1.0,2.5,0.406,0.489,1.1,1.4,0.767,0.2,0.8,1.0,2.7,0.4,0.0,1.5,1.9,5.5
140,Greg Graham,SG,25,TOT,53,5,11.6,1.5,3.6,0.40399999999999997,0.6,1.5,0.39,0.9,2.1,0.414,0.48700000000000004,1.0,1.3,0.765,0.3,0.8,1.1,1.0,0.5,0.0,0.9,1.2,4.5
141,Ron Grandison,PF,31,TOT,28,3,11.1,0.8,2.1,0.379,0.1,0.5,0.28600000000000003,0.6,1.6,0.409,0.414,0.6,0.9,0.68,0.7,1.3,2.0,0.5,0.4,0.1,0.4,1.1,2.3
142,Brian Grant,PF,23,SAC,78,75,30.7,5.5,10.8,0.507,0.1,0.2,0.235,5.4,10.6,0.513,0.51,3.4,4.6,0.732,2.2,4.7,7.0,1.6,0.5,1.3,2.4,3.4,14.4
143,Gary Grant,PG,30,NYK,47,1,12.7,1.9,3.9,0.486,0.2,0.5,0.33299999999999996,1.7,3.3,0.51,0.508,1.0,1.2,0.828,0.3,0.9,1.1,1.5,0.8,0.1,1.0,1.9,4.9
144,Greg Grant,PG,29,TOT,31,2,17.0,1.1,3.2,0.354,0.3,1.1,0.235,0.9,2.1,0.415,0.39399999999999996,0.2,0.2,0.833,0.2,0.9,1.1,3.1,0.7,0.1,1.0,1.4,2.7
145,Harvey Grant,PF,30,POR,76,75,31.5,4.1,8.9,0.462,0.3,0.9,0.313,3.9,8.1,0.479,0.478,0.8,1.4,0.545,1.5,3.2,4.8,1.5,0.8,0.6,1.1,2.3,9.3
146,Horace Grant,PF,30,ORL,63,62,36.3,5.5,10.7,0.513,0.0,0.1,0.16699999999999998,5.5,10.7,0.516,0.513,2.4,3.3,0.7340000000000001,2.8,6.4,9.2,2.7,1.0,1.2,1.0,2.3,13.4
147,A.C. Green,SF,32,PHO,82,36,25.8,2.6,5.4,0.484,0.2,0.6,0.26899999999999996,2.5,4.8,0.513,0.5,2.0,2.9,0.7090000000000001,2.0,4.7,6.8,0.9,0.5,0.3,1.0,1.7,7.5
148,Tom Gugliotta,PF,26,MIN,78,78,36.3,6.1,12.9,0.47100000000000003,0.3,1.1,0.302,5.7,11.8,0.48700000000000004,0.484,3.7,4.8,0.773,2.3,6.6,8.8,3.1,1.8,1.2,3.0,3.4,16.2
149,Jack Haley,C,32,CHI,1,0,7.0,2.0,6.0,0.33299999999999996,0.0,0.0,,2.0,6.0,0.33299999999999996,0.33299999999999996,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0
150,Thomas Hamilton,C,20,BOS,11,0,6.4,0.8,2.8,0.29,0.0,0.0,,0.8,2.8,0.29,0.29,0.6,1.6,0.389,0.9,1.1,2.0,0.1,0.0,0.8,0.8,1.1,2.3
151,Geert Hammink,C,26,TOT,6,0,2.8,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.7,1.2,0.5710000000000001,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.3,1.3
152,Tom Hammonds,PF,28,DEN,71,4,14.7,1.8,3.8,0.474,0.0,0.0,,1.8,3.8,0.474,0.474,1.2,1.6,0.765,1.2,1.9,3.1,0.3,0.3,0.2,0.7,1.9,4.8
153,Darrin Hancock,SF,24,CHH,63,7,13.3,1.8,3.4,0.523,0.0,0.0,0.33299999999999996,1.8,3.3,0.526,0.526,0.7,1.2,0.644,0.6,0.9,1.6,0.7,0.4,0.1,0.9,1.5,4.3
154,Anfernee Hardaway,PG,24,ORL,82,82,36.8,7.6,14.8,0.513,1.1,3.5,0.314,6.5,11.4,0.573,0.5489999999999999,5.4,7.1,0.767,1.6,2.7,4.3,7.1,2.0,0.5,2.8,2.0,21.7
155,Tim Hardaway,PG,29,TOT,80,46,31.7,5.2,12.4,0.42200000000000004,1.7,4.7,0.364,3.5,7.7,0.45799999999999996,0.49200000000000005,3.0,3.8,0.79,0.4,2.4,2.9,8.0,1.7,0.2,2.9,2.5,15.2
156,Derek Harper,PG,34,NYK,82,82,35.3,5.3,11.5,0.46399999999999997,1.5,4.0,0.37200000000000005,3.8,7.5,0.513,0.529,1.9,2.5,0.757,0.4,2.1,2.5,4.3,1.6,0.1,2.2,2.5,14.0
157,Ron Harper,PG,32,CHI,80,80,23.6,2.9,6.3,0.467,0.4,1.3,0.26899999999999996,2.6,5.0,0.519,0.495,1.2,1.7,0.705,0.9,1.7,2.7,2.6,1.3,0.4,0.9,1.7,7.4
158,Lucious Harris,SG,25,DAL,61,1,16.7,3.0,6.5,0.461,0.8,2.0,0.376,2.2,4.5,0.5,0.52,1.1,1.4,0.782,0.7,1.3,2.0,1.3,0.6,0.0,0.8,0.9,7.9
159,Antonio Harvey,PF,25,TOT,55,15,14.9,1.5,4.1,0.371,0.0,0.0,0.0,1.5,4.0,0.374,0.371,0.7,1.5,0.45799999999999996,1.3,2.4,3.6,0.3,0.5,0.9,0.8,1.4,3.7
160,Hersey Hawkins,SG,29,SEA,82,82,34.4,5.4,11.4,0.473,1.8,4.6,0.384,3.6,6.8,0.534,0.551,3.0,3.5,0.8740000000000001,1.0,2.6,3.6,2.7,1.8,0.2,2.0,2.1,15.6
161,Alvin Heggs,SF,28,HOU,4,0,3.5,0.8,1.3,0.6,0.0,0.0,,0.8,1.3,0.6,0.6,0.5,0.8,0.667,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,2.0
162,Alan Henderson,PF,23,ATL,79,4,17.9,2.4,5.5,0.442,0.0,0.0,0.0,2.4,5.5,0.445,0.442,1.5,2.5,0.595,2.1,2.4,4.5,0.6,0.6,0.5,1.1,2.7,6.4
163,Carl Herrera,PF,29,SAS,44,6,8.9,0.9,2.2,0.41200000000000003,0.0,0.0,0.0,0.9,2.2,0.41700000000000004,0.41200000000000003,0.1,0.4,0.294,0.7,1.2,1.8,0.4,0.2,0.2,0.7,1.4,1.9
164,Sean Higgins,SF,27,PHI,44,4,20.8,3.0,7.3,0.415,1.1,2.9,0.37200000000000005,2.0,4.4,0.44299999999999995,0.489,0.8,0.8,0.946,0.5,1.6,2.1,1.3,0.5,0.3,1.1,2.0,8.0
165,Grant Hill,SF,23,DET,80,80,40.8,7.1,15.3,0.462,0.1,0.3,0.192,7.0,14.9,0.46799999999999997,0.46399999999999997,6.1,8.1,0.7509999999999999,1.6,8.2,9.8,6.9,1.3,0.6,3.3,3.0,20.2
166,Tyrone Hill,PF,27,CLE,44,2,21.1,3.0,5.8,0.512,0.0,0.0,,3.0,5.8,0.512,0.512,1.8,3.1,0.6,2.1,3.4,5.5,0.8,0.7,0.5,1.5,3.3,7.8
167,Donald Hodge,C,26,TOT,15,0,7.7,0.6,1.6,0.375,0.0,0.0,,0.6,1.6,0.375,0.375,0.0,0.0,,0.6,0.9,1.5,0.3,0.1,0.5,0.1,1.7,1.2
168,Fred Hoiberg,SG,23,IND,15,1,5.7,0.5,1.3,0.42100000000000004,0.1,0.2,0.33299999999999996,0.5,1.1,0.43799999999999994,0.447,1.0,1.2,0.833,0.3,0.3,0.6,0.5,0.4,0.1,0.5,0.8,2.1
169,Jeff Hornacek,SG,32,UTA,82,59,31.6,5.4,10.7,0.502,1.3,2.7,0.466,4.1,8.0,0.514,0.561,3.2,3.5,0.893,0.8,1.8,2.5,4.1,1.3,0.2,1.5,2.1,15.2
170,Robert Horry,SF,25,HOU,71,71,37.1,4.2,10.3,0.41,2.0,5.5,0.366,2.2,4.8,0.45899999999999996,0.507,1.6,2.0,0.7759999999999999,1.4,4.4,5.8,4.0,1.6,1.5,2.3,2.8,12.0
171,Allan Houston,SG,24,DET,82,75,37.5,6.9,15.2,0.45299999999999996,2.3,5.5,0.42700000000000005,4.5,9.7,0.46799999999999997,0.53,3.6,4.4,0.823,0.7,3.0,3.7,3.0,0.7,0.2,2.8,2.8,19.7
172,Byron Houston,PF,26,SAC,25,0,11.0,1.3,2.6,0.5,0.0,0.1,0.33299999999999996,1.2,2.4,0.508,0.508,0.8,1.0,0.8079999999999999,1.2,2.1,3.4,0.3,0.5,0.3,0.7,2.4,3.4
173,Juwan Howard,PF,22,WSB,81,81,40.7,9.0,18.5,0.489,0.0,0.2,0.308,9.0,18.4,0.49,0.49,3.9,5.3,0.7490000000000001,2.3,5.8,8.1,4.4,0.8,0.5,3.7,3.3,22.1
174,Lindsey Hunter,PG,25,DET,80,48,26.7,3.0,7.9,0.381,1.5,3.6,0.405,1.5,4.2,0.36,0.474,1.1,1.5,0.7,0.6,1.9,2.4,2.4,1.1,0.2,1.0,2.3,8.5
175,Bobby Hurley,PG,24,SAC,72,22,14.7,0.9,3.2,0.28300000000000003,0.3,1.1,0.289,0.6,2.1,0.27899999999999997,0.33,0.9,1.2,0.8,0.2,0.9,1.0,3.0,0.4,0.0,1.2,1.7,3.1
176,Jaren Jackson,SG,28,HOU,4,0,8.3,0.0,2.0,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.0,2.0,2.5,0.8,0.0,0.8,0.8,0.0,0.3,0.0,0.0,1.3,2.0
177,Jim Jackson,SG,25,DAL,82,82,34.4,6.9,16.0,0.435,1.5,4.1,0.363,5.5,11.9,0.45899999999999996,0.48100000000000004,4.2,5.1,0.825,2.1,2.9,5.0,2.9,0.6,0.3,2.3,2.0,19.6
178,Mark Jackson,PG,30,IND,81,81,32.6,3.7,7.7,0.473,0.8,1.8,0.43,2.9,5.9,0.486,0.524,1.9,2.4,0.785,0.8,3.0,3.8,7.8,1.2,0.1,2.5,1.9,10.0
179,Henry James,PF,30,HOU,7,0,8.3,1.4,3.4,0.41700000000000004,0.7,2.1,0.33299999999999996,0.7,1.3,0.556,0.521,0.7,0.7,1.0,0.4,0.4,0.9,0.3,0.0,0.0,0.6,1.9,4.3
180,Avery Johnson,PG,30,SAS,82,82,37.6,5.3,10.8,0.494,0.1,0.4,0.19399999999999998,5.3,10.4,0.505,0.49700000000000005,2.3,3.2,0.721,0.5,2.1,2.5,9.6,1.5,0.3,2.4,2.2,13.1
181,Darryl Johnson,PG,30,CLE,11,0,2.5,0.5,1.1,0.41700000000000004,0.0,0.1,0.0,0.5,1.0,0.455,0.41700000000000004,0.2,0.2,1.0,0.2,0.0,0.2,0.1,0.0,0.0,0.1,0.3,1.1
182,Eddie Johnson,SF,36,IND,62,1,16.2,2.9,7.0,0.413,0.7,2.1,0.35200000000000004,2.2,5.0,0.43799999999999994,0.46399999999999997,1.1,1.3,0.8859999999999999,0.7,1.7,2.5,1.1,0.3,0.1,0.9,1.7,7.7
183,Ervin Johnson,C,28,SEA,81,60,18.8,2.2,4.3,0.511,0.0,0.0,0.33299999999999996,2.2,4.3,0.513,0.513,1.0,1.6,0.669,1.6,3.8,5.3,0.6,0.5,1.6,1.2,3.0,5.5
184,Kevin Johnson,PG,29,PHO,56,55,35.8,6.1,12.0,0.507,0.4,1.0,0.368,5.7,11.0,0.52,0.523,6.1,7.1,0.8590000000000001,0.8,3.2,3.9,9.2,1.5,0.2,3.0,2.6,18.7
185,Larry Johnson,PF,26,CHH,81,81,40.4,7.2,15.1,0.47600000000000003,0.8,2.3,0.366,6.4,12.9,0.495,0.503,5.3,7.0,0.757,3.1,5.4,8.4,4.4,0.7,0.5,2.2,2.1,20.5
186,Magic Johnson,PF,36,LAL,32,9,29.9,4.3,9.2,0.466,0.7,1.8,0.379,3.6,7.4,0.48700000000000004,0.503,5.4,6.3,0.856,1.3,4.5,5.7,6.9,0.8,0.4,3.2,1.5,14.6
187,Charles Jones,PF,38,HOU,46,0,6.5,0.1,0.4,0.316,0.0,0.0,,0.1,0.4,0.316,0.316,0.1,0.3,0.308,0.6,1.0,1.6,0.3,0.1,0.5,0.1,1.0,0.3
188,Eddie Jones,SG,24,LAL,70,66,31.2,4.8,9.8,0.49200000000000005,1.2,3.2,0.366,3.6,6.5,0.555,0.5529999999999999,1.9,2.6,0.7390000000000001,0.6,2.7,3.3,3.5,1.8,0.6,1.4,2.3,12.8
189,Popeye Jones,PF,25,DAL,68,68,34.1,4.8,10.8,0.446,0.2,0.6,0.359,4.6,10.2,0.451,0.456,1.5,2.0,0.767,3.8,7.0,10.8,1.9,0.8,0.4,1.6,3.9,11.3
190,Michael Jordan,SG,32,CHI,82,82,37.7,11.2,22.6,0.495,1.4,3.2,0.42700000000000005,9.8,19.4,0.506,0.525,6.7,8.0,0.8340000000000001,1.8,4.8,6.6,4.3,2.2,0.5,2.4,2.4,30.4
191,Reggie Jordan,PG,28,ATL,24,0,10.3,1.5,3.0,0.507,0.0,0.0,,1.5,3.0,0.507,0.507,0.9,1.6,0.579,1.0,1.2,2.2,1.2,0.5,0.3,0.8,1.3,3.9
192,Adam Keefe,PF,25,UTA,82,0,20.8,2.2,4.2,0.52,0.0,0.0,0.0,2.2,4.2,0.526,0.52,1.7,2.5,0.6920000000000001,2.1,3.4,5.5,0.8,0.6,0.5,1.1,2.1,6.1
193,Shawn Kemp,PF,26,SEA,79,76,33.3,6.7,11.9,0.561,0.1,0.2,0.41700000000000004,6.6,11.7,0.563,0.564,6.2,8.4,0.742,3.5,7.9,11.4,2.2,1.2,1.6,4.0,3.8,19.6
194,Tim Kempton,PF,32,ATL,3,0,3.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.3,1.7,0.0
195,Steve Kerr,PG,30,CHI,82,0,23.4,3.0,5.9,0.506,1.5,2.9,0.515,1.5,3.0,0.498,0.633,1.0,1.0,0.929,0.3,1.0,1.3,2.3,0.8,0.0,0.5,1.3,8.4
196,Jerome Kersey,SF,33,GSW,76,58,21.3,2.7,6.6,0.41,0.0,0.2,0.17600000000000002,2.7,6.4,0.418,0.413,1.3,1.9,0.66,2.0,2.8,4.8,1.5,1.2,0.6,1.0,2.7,6.7
197,Randolph Keys,SF,29,MIL,69,1,11.8,1.3,3.0,0.418,0.3,1.0,0.31,0.9,2.0,0.474,0.47100000000000003,0.5,0.6,0.8370000000000001,0.6,1.2,1.8,0.9,0.5,0.2,0.5,2.0,3.4
198,Jason Kidd,PG,22,DAL,81,81,37.5,6.1,16.0,0.381,1.6,4.9,0.336,4.4,11.1,0.401,0.433,2.8,4.1,0.6920000000000001,2.5,4.3,6.8,9.7,2.2,0.3,4.0,1.9,16.6
199,Chris King,SF,26,VAN,80,66,24.1,3.1,7.3,0.42700000000000005,0.6,1.4,0.389,2.6,5.9,0.436,0.465,1.1,1.7,0.662,1.3,2.3,3.6,1.3,0.9,0.4,1.3,2.0,7.9
200,Frankie King,PG,23,LAL,6,0,3.3,0.5,1.8,0.273,0.0,0.2,0.0,0.5,1.7,0.3,0.273,0.2,0.5,0.33299999999999996,0.2,0.2,0.3,0.3,0.3,0.0,0.3,0.7,1.2
201,Jimmy King,SG,22,TOR,62,1,14.0,1.8,4.1,0.431,0.1,0.5,0.147,1.7,3.6,0.475,0.441,0.9,1.2,0.701,0.7,1.1,1.8,1.4,0.3,0.2,1.0,1.2,4.5
202,Stacey King,PF,29,MIA,15,0,10.4,1.1,2.4,0.47200000000000003,0.0,0.0,,1.1,2.4,0.47200000000000003,0.47200000000000003,0.3,0.5,0.5,0.6,0.9,1.5,0.1,0.5,0.1,1.2,2.6,2.5
203,Joe Kleine,C,34,PHO,56,9,11.8,1.3,3.0,0.42,0.0,0.1,0.28600000000000003,1.2,2.9,0.426,0.426,0.4,0.4,0.8,0.6,1.7,2.4,0.8,0.2,0.1,0.7,2.0,2.9
204,Jon Koncak,C,32,ORL,67,35,19.2,1.3,2.6,0.48,0.0,0.1,0.33299999999999996,1.2,2.5,0.488,0.489,0.5,0.9,0.561,0.9,3.1,4.1,0.8,0.4,0.7,0.6,3.4,3.0
205,Toni Kukoč,SF,27,CHI,81,20,26.0,4.8,9.7,0.49,1.1,2.7,0.40299999999999997,3.7,7.0,0.524,0.546,2.5,3.3,0.772,1.4,2.6,4.0,3.5,0.8,0.3,1.4,1.9,13.1
206,Christian Laettner,C,26,TOT,74,71,33.7,6.0,12.3,0.48700000000000004,0.1,0.5,0.231,5.9,11.7,0.499,0.49200000000000005,4.4,5.4,0.818,2.5,4.8,7.3,2.7,1.0,1.0,2.5,3.7,16.4
207,Andrew Lang,C,29,TOT,71,69,33.3,5.0,11.1,0.447,0.0,0.1,0.2,5.0,11.1,0.44799999999999995,0.447,1.8,2.2,0.8009999999999999,2.2,4.3,6.4,0.9,0.6,1.8,1.7,3.4,11.7
208,Antonio Lang,SF,23,CLE,41,0,9.0,1.0,1.9,0.532,0.0,0.0,0.0,1.0,1.8,0.547,0.532,0.8,1.1,0.723,0.4,0.9,1.3,0.3,0.3,0.3,0.6,1.5,2.8
209,Eric Leckner,C,29,DET,18,8,8.6,1.0,1.6,0.621,0.0,0.0,,1.0,1.6,0.621,0.621,0.4,0.7,0.615,0.4,1.4,1.9,0.1,0.1,0.2,0.6,1.7,2.4
210,Tim Legler,SG,29,WSB,77,0,23.1,3.0,6.0,0.507,1.7,3.2,0.522,1.4,2.8,0.488,0.6459999999999999,1.7,2.0,0.863,0.4,1.4,1.8,1.8,0.6,0.2,0.6,1.8,9.4
211,Voshon Lenard,SG,22,MIA,30,0,10.8,1.8,4.7,0.376,1.2,3.4,0.35600000000000004,0.6,1.3,0.425,0.504,1.1,1.4,0.7909999999999999,0.4,1.3,1.7,1.0,0.2,0.0,0.8,1.0,5.9
212,Cedric Lewis,C,26,WSB,3,0,1.3,0.7,1.0,0.667,0.0,0.0,,0.7,1.0,0.667,0.667,0.0,0.0,,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.3
213,Martin Lewis,SF,20,TOR,16,0,11.8,1.8,3.8,0.483,0.1,0.4,0.28600000000000003,1.7,3.3,0.509,0.5,0.9,1.6,0.6,0.9,0.9,1.8,0.2,0.5,0.2,0.9,1.3,4.7
214,Alton Lister,C,37,TOT,64,19,11.5,0.8,1.6,0.486,0.0,0.0,,0.8,1.6,0.486,0.486,0.6,1.0,0.6409999999999999,1.0,3.3,4.4,0.3,0.1,0.7,0.8,2.1,2.2
215,Brad Lohaus,PF,31,TOT,55,8,10.9,1.3,3.2,0.406,0.9,2.2,0.418,0.4,1.0,0.377,0.551,0.1,0.1,0.8,0.1,1.0,1.2,0.8,0.2,0.3,0.4,1.3,3.6
216,Grant Long,PF,29,ATL,82,82,36.7,4.8,10.2,0.47100000000000003,0.4,1.0,0.36,4.4,9.2,0.484,0.49,3.1,4.1,0.763,3.0,6.6,9.6,2.2,1.3,0.4,1.9,2.8,13.1
217,Luc Longley,C,27,CHI,62,62,26.5,3.9,8.1,0.48200000000000004,0.0,0.0,,3.9,8.1,0.48200000000000004,0.48200000000000004,1.3,1.7,0.777,1.7,3.5,5.1,1.9,0.4,1.4,1.8,3.6,9.1
218,George Lynch,SF,25,LAL,76,6,13.3,1.5,3.6,0.43,0.1,0.2,0.308,1.5,3.4,0.436,0.43799999999999994,0.7,1.1,0.6629999999999999,1.1,1.7,2.8,0.7,0.6,0.1,0.5,1.4,3.8
219,Sam Mack,SF,25,HOU,31,20,28.0,3.9,9.3,0.42200000000000004,1.7,4.4,0.4,2.2,4.9,0.441,0.516,1.3,1.5,0.848,0.6,2.6,3.2,2.5,0.7,0.3,0.9,2.4,10.8
220,Don MacLean,SF,26,DEN,56,5,19.8,4.2,9.8,0.426,0.3,0.9,0.28600000000000003,3.9,8.9,0.44,0.439,2.6,3.5,0.732,1.1,2.6,3.7,1.6,0.4,0.1,1.2,1.9,11.2
221,Mark Macon,PG,26,DET,23,0,12.5,1.3,2.9,0.433,0.3,0.7,0.467,1.0,2.3,0.423,0.485,0.4,0.5,0.818,0.4,0.5,1.0,0.7,0.7,0.0,0.4,1.5,3.2
222,Rick Mahorn,C,37,NJN,50,0,9.0,0.9,2.4,0.35200000000000004,0.0,0.0,0.0,0.9,2.4,0.355,0.35200000000000004,0.7,0.9,0.723,0.6,1.6,2.2,0.3,0.3,0.3,0.6,1.4,2.4
223,Dan Majerle,SF,30,CLE,82,15,28.9,3.7,9.1,0.405,1.8,5.0,0.353,1.9,4.1,0.47,0.503,1.5,2.1,0.71,0.9,2.9,3.7,2.6,1.0,0.4,1.1,1.6,10.6
224,Jeff Malone,SG,34,TOT,32,3,15.9,2.4,6.0,0.39399999999999996,0.2,0.5,0.313,2.2,5.5,0.401,0.40700000000000003,0.9,1.0,0.9059999999999999,0.3,1.0,1.3,0.8,0.5,0.0,0.7,0.8,5.8
225,Karl Malone,PF,32,UTA,82,82,38.0,9.6,18.5,0.519,0.2,0.5,0.4,9.4,18.0,0.522,0.524,6.2,8.6,0.723,2.1,7.7,9.8,4.2,1.7,0.7,2.4,3.0,25.7
226,Danny Manning,PF,29,PHO,33,4,24.7,5.4,11.8,0.45899999999999996,0.1,0.4,0.214,5.3,11.3,0.46799999999999997,0.46299999999999997,2.5,3.3,0.752,0.9,3.4,4.3,2.0,1.2,0.7,2.3,3.7,13.4
227,Rich Manning,PF,25,VAN,29,0,10.7,1.7,3.9,0.434,0.0,0.0,0.0,1.7,3.9,0.43799999999999994,0.434,0.3,0.5,0.643,0.6,1.3,1.9,0.2,0.1,0.2,0.6,1.3,3.7
228,Šarūnas Marčiulionis,SG,31,SAC,53,0,19.6,3.3,7.3,0.452,1.2,3.0,0.408,2.1,4.4,0.483,0.535,2.9,3.8,0.775,0.4,1.1,1.5,2.2,1.0,0.1,1.8,2.1,10.8
229,Donny Marshall,SF,23,CLE,34,0,6.1,0.7,2.0,0.353,0.2,0.9,0.233,0.5,1.1,0.447,0.40399999999999997,0.6,1.0,0.629,0.3,0.5,0.8,0.2,0.2,0.1,0.2,0.8,2.3
230,Donyell Marshall,SF,22,GSW,62,6,15.1,2.0,5.1,0.39799999999999996,0.5,1.5,0.298,1.6,3.5,0.441,0.44299999999999995,1.0,1.3,0.7709999999999999,1.0,2.4,3.4,0.8,0.4,0.5,0.8,1.3,5.5
