Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
80,Matt Carroll,SG,30,CHA,54,582,12.2,0.53,0.231,0.261,2.5,11.7,7.1,6.9,1.6,0.8,9.4,19.8,,0.3,0.5,0.8,0.062,,-1.9,-0.8,-2.7,-0.1
81,Anthony Carter,PG,35,TOT,33,463,9.2,0.502,0.377,0.075,1.7,10.9,6.3,21.3,2.9,1.0,26.3,14.3,,-0.2,0.4,0.2,0.023,,-3.3,0.9,-2.4,-0.1
82,Vince Carter,SG,34,TOT,73,2051,14.8,0.528,0.36,0.19399999999999998,3.1,12.4,7.8,12.1,1.7,0.7,8.5,23.5,,2.0,1.9,3.8,0.08900000000000001,,0.1,0.2,0.3,1.2
83,Omri Casspi,SF,22,SAC,71,1702,11.7,0.517,0.452,0.185,4.8,16.0,10.3,6.6,1.6,0.6,10.3,16.7,,1.1,1.3,2.5,0.069,,-0.1,-0.4,-0.6,0.6
84,Mario Chalmers,PG,24,MIA,70,1579,10.3,0.5379999999999999,0.595,0.16,1.0,9.5,5.5,16.8,2.5,0.3,18.0,15.0,,0.7,2.3,2.9,0.08900000000000001,,-2.3,1.5,-0.8,0.5
85,Tyson Chandler,C,28,DAL,74,2059,18.4,0.6970000000000001,0.0,0.725,12.2,26.6,19.7,2.4,0.9,3.0,14.1,14.2,,5.8,3.5,9.4,0.218,,0.6,1.0,1.5,1.8
86,Wilson Chandler,SF,23,TOT,72,2401,14.6,0.537,0.336,0.16899999999999998,3.6,15.9,9.7,8.1,1.0,2.9,9.2,20.9,,2.1,1.9,3.9,0.079,,0.2,-0.4,-0.2,1.1
87,Josh Childress,SG,27,PHO,54,894,13.0,0.5670000000000001,0.075,0.276,8.9,11.1,10.0,7.0,1.9,1.9,15.5,14.3,,0.8,0.6,1.4,0.076,,-0.6,0.1,-0.5,0.3
88,Earl Clark,SF,23,TOT,42,464,10.1,0.456,0.032,0.297,9.5,15.7,12.7,3.1,0.9,3.0,13.5,20.5,,-0.4,0.7,0.3,0.03,,-3.9,0.1,-3.8,-0.2
89,Jarron Collins,C,32,TOT,28,181,1.6,0.374,0.0,0.47600000000000003,9.1,6.4,7.9,1.5,1.1,0.4,21.6,8.1,,-0.1,0.1,-0.1,-0.016,,-7.4,-1.5,-8.9,-0.3
90,Jason Collins,C,32,ATL,49,593,5.4,0.539,0.013999999999999999,0.5770000000000001,6.1,14.5,10.4,5.3,0.8,1.2,22.6,9.2,,0.1,0.5,0.6,0.049,,-5.3,0.4,-4.8,-0.4
91,Sherron Collins,PG,23,CHA,20,66,3.6,0.33399999999999996,0.4,0.04,0.0,9.2,4.6,19.6,1.6,0.0,13.6,20.9,,-0.2,0.0,-0.2,-0.121,,-6.0,-2.1,-8.0,-0.1
92,Darren Collison,PG,23,IND,79,2360,15.6,0.534,0.14300000000000002,0.267,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,,2.1,2.2,4.3,0.087,,0.4,-0.7,-0.3,1.0
93,Nick Collison,C,30,OKC,71,1524,10.8,0.6,0.0,0.302,9.5,14.6,12.1,6.7,1.4,1.5,16.7,9.8,,2.1,1.5,3.6,0.113,,-1.9,0.7,-1.2,0.3
94,Mike Conley,PG,23,MEM,81,2872,15.9,0.521,0.228,0.259,1.3,9.0,5.1,28.0,2.6,0.5,14.2,19.4,,3.4,3.2,6.6,0.111,,0.7,0.5,1.2,2.3
95,Brian Cook,PF,30,LAC,40,447,11.6,0.534,0.465,0.141,5.0,20.0,12.6,5.6,1.4,1.9,12.2,20.5,,0.1,0.5,0.6,0.064,,-1.6,-0.2,-1.9,0.0
96,Daequan Cook,SG,23,OKC,43,598,12.8,0.63,0.851,0.11,1.6,12.1,7.0,5.3,1.2,0.1,8.2,15.7,,1.2,0.4,1.6,0.126,,1.8,-0.7,1.1,0.5
97,Marcus Cousin,C,24,UTA,4,18,7.8,0.667,0.0,0.0,0.0,20.3,10.1,0.0,0.0,4.5,25.0,10.2,,0.0,0.0,0.0,0.008,,-4.3,-2.7,-7.1,0.0
98,DeMarcus Cousins,C,20,SAC,81,2309,14.6,0.484,0.018000000000000002,0.4,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,,-1.9,2.9,1.1,0.022000000000000002,,-2.7,0.1,-2.6,-0.4
99,Jamal Crawford,SG,30,ATL,76,2297,14.2,0.545,0.39899999999999997,0.297,1.2,5.6,3.4,17.7,1.3,0.5,12.8,23.4,,1.9,1.4,3.4,0.071,,0.6,-1.6,-1.0,0.6
100,Jordan Crawford,SG,22,TOT,42,1027,11.8,0.456,0.256,0.168,3.4,8.6,5.9,19.8,2.0,0.2,13.4,27.0,,-1.0,0.5,-0.6,-0.026000000000000002,,-1.5,-2.3,-3.8,-0.5
101,Dante Cunningham,PF,23,TOT,78,1637,10.7,0.483,0.027999999999999997,0.131,6.9,13.9,10.3,4.3,1.8,2.2,9.3,15.7,,0.3,1.7,2.0,0.06,,-3.2,-0.1,-3.3,-0.5
102,Stephen Curry,PG,22,GSW,74,2489,19.4,0.595,0.325,0.21600000000000003,2.3,10.9,6.5,28.1,2.2,0.6,16.4,24.4,,5.4,1.3,6.6,0.128,,3.0,-0.7,2.3,2.7
103,Samuel Dalembert,C,29,SAC,80,1938,14.1,0.509,0.004,0.261,12.1,26.9,19.3,5.3,0.9,4.3,17.3,17.1,,0.4,2.5,2.9,0.07200000000000001,,-2.4,0.2,-2.2,-0.1
104,Erick Dampier,C,35,MIA,51,815,9.7,0.591,0.011000000000000001,0.494,8.2,17.1,12.9,3.8,0.9,4.5,22.8,8.1,,0.5,1.4,1.9,0.109,,-2.0,1.7,-0.3,0.4
105,Antonio Daniels,PG,35,PHI,4,35,6.7,0.51,0.4,0.4,0.0,16.5,8.2,7.9,0.0,0.0,14.5,9.1,,0.0,0.0,0.0,0.044000000000000004,,-4.8,-1.1,-6.0,0.0
106,Marquis Daniels,SF,30,BOS,49,938,11.7,0.527,0.091,0.24600000000000002,3.3,11.0,7.4,10.6,2.2,1.8,12.9,15.1,,0.3,1.7,2.0,0.10300000000000001,,-1.7,2.3,0.6,0.6
107,Baron Davis,PG,31,TOT,58,1649,17.0,0.506,0.345,0.18899999999999997,2.5,8.6,5.5,41.2,2.4,1.3,16.3,24.4,,1.5,1.3,2.8,0.081,,2.2,-0.3,1.9,1.6
108,Ed Davis,PF,21,TOR,65,1602,15.8,0.583,0.0,0.34299999999999997,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,,2.9,1.1,4.0,0.11900000000000001,,-0.2,-0.8,-0.9,0.4
109,Glen Davis,C,25,BOS,78,2298,12.8,0.499,0.019,0.331,5.7,16.4,11.4,6.6,1.8,1.0,8.5,20.9,,0.6,4.3,4.9,0.102,,-2.6,0.7,-1.9,0.0
110,Austin Daye,SF,22,DET,72,1446,13.0,0.518,0.365,0.22899999999999998,5.2,18.6,11.6,8.5,1.5,2.2,10.2,18.6,,1.2,0.9,2.1,0.07,,-0.8,-0.5,-1.3,0.3
111,Carlos Delfino,SF,28,MIL,49,1590,13.1,0.517,0.5539999999999999,0.146,1.7,13.2,7.3,12.1,2.6,0.4,9.5,17.7,,0.9,2.6,3.5,0.105,,-0.3,1.7,1.5,1.4
112,Luol Deng,SF,25,CHI,82,3208,15.5,0.5489999999999999,0.28800000000000003,0.29100000000000004,4.4,12.8,8.7,11.9,1.3,1.1,10.7,20.9,,4.7,5.2,9.9,0.149,,1.1,0.6,1.7,3.0
113,DeMar DeRozan,SG,21,TOR,82,2851,14.5,0.53,0.045,0.348,3.0,10.2,6.5,8.6,1.5,0.8,9.8,23.2,,2.8,0.5,3.2,0.055,,-0.9,-1.5,-2.5,-0.3
114,Boris Diaw,PF,28,CHA,82,2778,13.9,0.5579999999999999,0.292,0.159,4.5,13.6,9.0,20.6,1.4,1.3,16.7,16.8,,2.4,2.3,4.8,0.08199999999999999,,0.3,0.3,0.6,1.8
115,Ike Diogu,PF,27,LAC,36,470,13.7,0.59,0.0,0.419,10.3,18.3,14.3,0.7,0.3,0.5,11.2,18.7,,0.7,0.3,1.0,0.10400000000000001,,-2.4,-2.5,-4.9,-0.3
116,DeSagana Diop,C,29,CHA,16,181,5.4,0.34700000000000003,0.0,0.45799999999999996,8.0,18.9,13.4,5.7,1.2,6.7,27.6,10.3,,-0.3,0.3,-0.1,-0.016,,-6.7,1.8,-4.9,-0.1
117,Keyon Dooling,PG,30,MIL,80,1757,11.3,0.509,0.451,0.18100000000000002,0.8,7.1,3.9,23.4,1.6,0.2,14.0,17.3,,0.8,2.1,2.9,0.08,,-1.4,0.2,-1.2,0.4
118,Joey Dorsey,C,27,TOR,43,522,14.2,0.529,0.0,0.657,17.5,25.8,21.6,7.4,2.4,2.5,23.4,14.3,,0.2,0.5,0.8,0.07200000000000001,,-1.6,0.1,-1.6,0.1
119,Toney Douglas,SG,24,NYK,81,1971,15.2,0.534,0.507,0.142,3.7,10.5,7.1,19.5,2.3,0.1,10.0,20.1,,3.0,1.2,4.2,0.10099999999999999,,0.9,-0.6,0.4,1.2
120,Chris Douglas-Roberts,SF,24,MIL,44,884,11.5,0.517,0.168,0.326,0.9,11.0,5.8,9.8,1.8,1.2,10.1,18.4,,0.4,1.3,1.6,0.08800000000000001,,-2.5,1.0,-1.4,0.1
121,Zabian Dowdell,PG,26,PHO,24,292,11.7,0.457,0.08,0.136,2.0,5.9,4.0,27.7,3.5,0.5,18.0,25.0,,-0.4,0.2,-0.1,-0.019,,-3.9,0.2,-3.6,-0.1
