Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
49,Tarik Black,C,23,TOT,63,1196,14.7,0.583,0.004,0.43200000000000005,12.8,21.4,17.0,5.6,0.8,1.6,12.9,13.8,,2.2,0.9,3.1,0.124,,-1.0,-1.1,-2.1,0.0
50,DeJuan Blair,PF,25,WAS,29,180,7.7,0.469,0.0,0.105,10.3,24.5,17.5,2.6,2.0,0.4,17.9,18.3,,-0.2,0.3,0.1,0.033,,-7.5,-0.9,-8.4,-0.3
51,Steve Blake,PG,34,POR,81,1529,9.5,0.507,0.67,0.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,,0.7,1.4,2.1,0.066,,-1.8,0.0,-1.8,0.1
52,Eric Bledsoe,PG,25,PHO,81,2800,18.4,0.555,0.26,0.42200000000000004,2.8,13.9,8.3,27.9,2.3,1.2,18.1,23.7,,4.1,2.9,7.0,0.11900000000000001,,1.6,0.5,2.1,2.9
53,Vander Blue,SG,22,LAL,2,74,4.0,0.342,0.33299999999999996,0.16699999999999998,2.9,10.9,6.7,16.8,2.1,0.0,15.7,23.0,,-0.3,0.0,-0.2,-0.156,,-6.5,-3.3,-9.8,-0.1
54,Bojan Bogdanović,SF,25,BRK,78,1854,11.6,0.562,0.444,0.184,3.0,9.8,6.4,5.8,0.9,0.4,11.1,17.2,,1.7,0.7,2.4,0.062,,-0.3,-1.4,-1.7,0.1
55,Andrew Bogut,C,30,GSW,67,1583,15.8,0.565,0.0,0.11800000000000001,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,,1.9,3.4,5.2,0.159,,-0.9,3.3,2.4,1.8
56,Matt Bonner,PF,34,SAS,72,935,10.1,0.536,0.5479999999999999,0.161,3.6,10.2,7.0,7.1,0.5,1.0,4.3,12.5,,1.3,0.9,2.1,0.11,,-0.5,-0.2,-0.7,0.3
57,Trevor Booker,PF,27,UTA,79,1564,15.3,0.536,0.18100000000000002,0.319,10.3,19.0,14.7,9.0,1.5,2.1,14.3,18.1,,1.7,1.9,3.6,0.11,,-0.3,0.1,-0.2,0.7
58,Carlos Boozer,PF,33,LAL,71,1692,16.4,0.517,0.0,0.20199999999999999,7.0,25.2,15.7,10.3,1.2,0.6,10.2,23.7,,1.2,1.0,2.2,0.062,,-0.5,-1.2,-1.7,0.1
59,Chris Bosh,C,30,MIA,44,1556,19.8,0.5479999999999999,0.226,0.311,3.6,20.0,12.0,12.0,1.4,1.4,10.1,28.4,,2.1,1.5,3.6,0.111,,2.5,-1.3,1.3,1.3
60,Avery Bradley,SG,24,BOS,77,2428,11.5,0.507,0.348,0.099,2.0,8.9,5.4,8.9,1.7,0.5,9.4,21.0,,0.4,2.1,2.5,0.049,,-1.5,-0.6,-2.2,-0.1
61,Elton Brand,C,35,ATL,36,486,9.4,0.457,0.011000000000000001,0.242,6.8,16.4,11.8,6.4,1.8,4.3,14.6,11.6,,-0.1,0.8,0.7,0.07,,-4.3,1.4,-3.0,-0.1
62,Corey Brewer,SF,28,TOT,80,2087,13.9,0.507,0.292,0.281,4.2,11.7,7.9,13.8,2.7,0.7,12.7,21.6,,1.0,2.1,3.1,0.071,,-1.2,0.2,-1.0,0.5
63,Aaron Brooks,PG,30,CHI,82,1885,14.4,0.534,0.38299999999999995,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25.0,,1.7,1.5,3.3,0.083,,0.3,-1.1,-0.8,0.5
64,Jabari Brown,SG,22,LAL,19,568,11.0,0.547,0.365,0.5,0.6,6.7,3.5,11.0,1.1,0.3,13.4,18.8,,0.4,0.0,0.4,0.033,,-1.9,-2.4,-4.3,-0.3
65,Lorenzo Brown,PG,24,MIN,29,549,11.0,0.46799999999999997,0.23,0.156,2.8,12.0,7.3,24.9,2.6,0.9,18.7,12.9,,0.1,0.2,0.3,0.025,,-2.8,0.3,-2.5,-0.1
66,Markel Brown,SG,23,BRK,47,781,9.1,0.45899999999999996,0.305,0.271,2.3,13.0,7.7,7.4,2.1,1.2,10.3,15.3,,-0.2,0.7,0.5,0.031,,-3.0,0.4,-2.6,-0.1
67,Shannon Brown,SG,29,MIA,5,89,4.4,0.48200000000000004,0.368,0.21100000000000002,0.0,1.3,0.7,5.2,2.4,0.0,16.2,13.1,,-0.1,0.0,0.0,-0.016,,-5.5,-1.3,-6.8,-0.1
68,Kobe Bryant,SG,36,LAL,35,1207,17.6,0.47700000000000004,0.258,0.33799999999999997,2.3,16.5,9.1,29.9,2.0,0.5,13.5,34.9,,-0.4,0.6,0.2,0.006,,2.0,-1.7,0.3,0.7
69,Chase Budinger,SF,26,MIN,67,1286,12.2,0.537,0.36700000000000005,0.20800000000000002,2.8,15.1,8.8,8.0,1.7,0.6,10.3,16.3,,1.1,0.2,1.3,0.049,,-0.5,-1.3,-1.8,0.0
70,Reggie Bullock,SF,23,TOT,36,338,6.2,0.466,0.657,0.129,0.3,16.0,8.3,3.2,1.5,0.9,9.8,10.9,,-0.2,0.3,0.1,0.019,,-3.2,0.0,-3.2,-0.1
71,Trey Burke,PG,22,UTA,76,2288,12.6,0.455,0.38799999999999996,0.14400000000000002,1.6,8.7,5.2,25.0,1.5,0.5,10.4,23.9,,0.8,1.6,2.4,0.05,,-0.1,-1.3,-1.4,0.3
72,Alec Burks,SG,23,UTA,27,899,13.0,0.524,0.22699999999999998,0.43,2.5,12.1,7.3,15.2,1.0,0.4,12.7,20.8,,1.1,0.6,1.7,0.08900000000000001,,-0.5,-1.2,-1.7,0.1
73,Caron Butler,SF,34,DET,78,1623,9.3,0.544,0.5529999999999999,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,,1.3,1.0,2.4,0.07,,-1.9,0.1,-1.7,0.1
74,Jimmy Butler,SG,25,CHI,65,2513,21.3,0.583,0.212,0.508,5.1,11.2,8.2,14.4,2.3,1.0,7.7,21.6,,8.2,3.0,11.2,0.214,,3.4,1.2,4.6,4.2
75,Rasual Butler,SF,35,WAS,75,1505,11.4,0.531,0.455,0.13,2.1,12.4,7.4,6.5,1.0,1.2,8.1,17.9,,1.0,1.6,2.6,0.084,,-0.5,-0.3,-0.8,0.4
76,Dwight Buycks,PG,25,LAL,6,123,13.1,0.586,0.275,0.25,1.7,9.3,5.4,18.4,1.2,0.0,21.3,20.4,,0.1,0.0,0.1,0.027000000000000003,,-0.2,-2.3,-2.6,0.0
77,Will Bynum,SG,32,WAS,7,67,4.8,0.336,0.29,0.129,3.4,6.6,5.0,42.2,0.8,1.2,19.6,27.6,,-0.2,0.1,-0.2,-0.132,,-8.2,-4.8,-13.0,-0.2
78,Bruno Caboclo,SF,19,TOR,8,23,-1.8,0.41700000000000004,0.25,0.0,5.0,5.0,5.0,0.0,0.0,3.5,25.0,31.5,,-0.1,0.0,-0.1,-0.275,,-11.5,-6.7,-18.2,-0.1
79,Nick Calathes,SG,25,MEM,58,838,12.3,0.455,0.174,0.182,2.6,11.8,7.2,26.6,3.9,0.5,18.6,17.9,,-0.4,1.5,1.1,0.065,,-3.1,3.2,0.0,0.4
80,José Calderón,PG,33,NYK,42,1270,11.3,0.519,0.401,0.09,1.7,9.8,5.6,25.6,1.3,0.0,16.9,16.1,,0.8,0.1,0.9,0.033,,-1.1,-2.0,-3.0,-0.3
81,Kentavious Caldwell-Pope,SG,21,DET,82,2587,11.2,0.501,0.457,0.163,1.9,9.1,5.4,6.8,1.9,0.5,8.3,19.5,,1.1,1.8,2.8,0.052000000000000005,,-1.3,-0.4,-1.7,0.2
82,Isaiah Canaan,PG,23,TOT,47,938,12.4,0.534,0.6509999999999999,0.159,2.1,8.3,5.1,18.7,1.5,0.3,13.3,21.6,,0.8,0.7,1.4,0.07200000000000001,,0.1,-0.9,-0.8,0.3
83,Clint Capela,C,20,HOU,12,90,12.1,0.409,0.0,0.7929999999999999,12.3,31.8,22.1,3.6,0.6,7.8,11.3,21.3,,-0.2,0.2,0.0,0.019,,-5.3,0.0,-5.4,-0.1
84,DeMarre Carroll,SF,28,ATL,70,2189,15.9,0.603,0.466,0.27699999999999997,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,,4.3,2.8,7.0,0.154,,1.2,0.4,1.7,2.0
85,Vince Carter,SG,38,MEM,66,1091,9.6,0.445,0.5710000000000001,0.14,2.8,11.1,7.0,11.1,2.1,1.1,9.1,19.9,,-0.5,1.4,1.0,0.043,,-2.1,0.4,-1.7,0.1
86,Michael Carter-Williams,PG,23,TOT,66,2149,14.1,0.461,0.166,0.317,3.2,15.3,9.0,37.3,2.6,1.1,19.5,26.7,,-2.1,2.9,0.8,0.017,,-1.3,0.3,-1.1,0.5
87,Omri Casspi,SF,26,SAC,67,1416,14.4,0.58,0.204,0.447,4.5,15.9,10.4,11.8,1.1,0.5,14.7,18.7,,2.0,0.6,2.7,0.091,,0.3,-1.1,-0.8,0.4
88,Mario Chalmers,PG,28,MIA,80,2368,11.7,0.521,0.374,0.401,1.2,9.0,5.2,21.0,2.7,0.4,18.2,18.9,,0.8,2.0,2.8,0.055999999999999994,,-2.6,0.1,-2.5,-0.3
89,Tyson Chandler,C,32,DAL,75,2286,20.1,0.6970000000000001,0.0,0.584,14.1,27.4,20.7,5.3,0.9,3.2,16.0,12.8,,7.2,3.1,10.3,0.21600000000000003,,2.4,0.2,2.6,2.7
90,Wilson Chandler,SF,27,DEN,78,2471,13.2,0.523,0.41600000000000004,0.146,4.1,17.2,10.4,8.9,1.2,0.9,9.6,20.1,,2.1,1.5,3.6,0.071,,0.2,-0.7,-0.6,0.9
91,Will Cherry,PG,23,CLE,8,69,5.8,0.34700000000000003,0.474,0.316,1.7,6.6,4.2,16.4,4.5,1.1,15.6,16.8,,-0.1,0.1,0.0,-0.021,,-7.5,1.5,-6.0,-0.1
92,Patrick Christopher,SG,26,UTA,4,29,-2.6,0.25,0.33299999999999996,0.0,8.0,15.9,12.0,0.0,1.8,0.0,7.7,20.6,,-0.1,0.0,-0.1,-0.15,,-13.0,-2.0,-15.0,-0.1
93,Earl Clark,PF,27,BRK,10,93,6.7,0.425,0.467,0.133,1.2,26.5,13.9,5.0,1.7,3.5,15.9,18.5,,-0.2,0.1,-0.1,-0.037000000000000005,,-6.4,-0.1,-6.5,-0.1
94,Ian Clark,SG,23,TOT,30,192,8.8,0.483,0.545,0.16399999999999998,2.4,7.1,4.8,9.7,2.4,1.2,13.2,16.0,,0.0,0.2,0.2,0.05,,-3.0,0.0,-3.0,0.0
95,Jordan Clarkson,PG,22,LAL,59,1476,16.9,0.528,0.203,0.265,4.0,10.5,7.1,23.8,1.8,0.7,12.6,23.0,,2.0,0.4,2.4,0.078,,1.2,-0.9,0.2,0.8
96,Victor Claver,SF,26,POR,10,76,9.2,0.6,0.55,0.0,4.3,23.5,14.1,1.9,0.7,0.9,16.7,14.1,,0.0,0.1,0.1,0.086,,-3.5,0.3,-3.2,0.0
97,Norris Cole,PG,26,TOT,75,1831,10.9,0.483,0.315,0.145,0.9,9.3,5.1,22.2,1.6,0.7,14.3,17.5,,0.4,1.0,1.4,0.036000000000000004,,-2.1,-0.7,-2.8,-0.4
98,Darren Collison,PG,27,SAC,45,1565,17.5,0.575,0.293,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,,3.0,0.8,3.8,0.11599999999999999,,2.3,-0.2,2.1,1.6
99,Nick Collison,PF,34,OKC,66,1101,11.2,0.485,0.237,0.257,8.9,15.3,12.2,11.6,1.6,1.8,13.8,12.8,,1.0,1.2,2.2,0.09699999999999999,,-1.9,0.9,-1.0,0.3
100,Mike Conley,PG,27,MEM,70,2225,18.6,0.5579999999999999,0.314,0.282,1.5,9.2,5.4,28.0,2.1,0.5,13.6,23.7,,4.2,2.7,6.8,0.147,,2.6,0.2,2.8,2.7
101,Jack Cooley,C,23,UTA,16,87,11.4,0.43200000000000005,0.0,0.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18.0,,0.0,0.2,0.2,0.092,,-6.6,1.0,-5.7,-0.1
102,Chris Copeland,SF,30,IND,50,828,7.4,0.46799999999999997,0.539,0.145,3.1,11.7,7.4,9.9,0.7,1.0,15.2,21.3,,-0.9,0.8,-0.1,-0.008,,-2.5,-1.2,-3.7,-0.4
103,Bryce Cotton,PG,22,UTA,15,159,14.5,0.52,0.29,0.261,2.2,10.8,6.5,17.0,1.3,0.0,13.5,25.6,,0.1,0.1,0.2,0.067,,-0.6,-1.7,-2.2,0.0
104,DeMarcus Cousins,C,24,SAC,59,2013,25.2,0.545,0.008,0.508,10.8,30.6,21.1,20.4,2.3,4.0,16.3,34.1,,2.8,3.2,6.0,0.14400000000000002,,2.8,1.5,4.3,3.2
105,Robert Covington,SF,24,PHI,70,1956,14.7,0.5539999999999999,0.59,0.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,,1.6,2.3,4.0,0.09699999999999999,,0.3,0.4,0.7,1.3
106,Allen Crabbe,SG,22,POR,51,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,,0.5,0.8,1.3,0.08800000000000001,,-2.4,1.5,-0.8,0.2
107,Jamal Crawford,SG,34,LAC,64,1703,16.6,0.532,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,,2.5,1.2,3.6,0.102,,1.9,-1.2,0.7,1.2
108,Jae Crowder,SF,24,TOT,82,1647,13.9,0.517,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,,1.9,2.0,3.9,0.113,,-0.2,0.7,0.5,1.0
109,Dante Cunningham,PF,27,NOP,66,1652,8.9,0.473,0.028999999999999998,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,,0.5,1.2,1.6,0.047,,-2.8,0.4,-2.5,-0.2
110,Jared Cunningham,SG,23,LAC,19,89,7.3,0.452,0.39399999999999996,0.39399999999999996,1.3,9.9,5.7,16.4,1.7,0.0,15.3,23.2,,-0.1,0.1,0.0,-0.023,,-6.1,-2.0,-8.1,-0.1
111,Seth Curry,PG,24,PHO,2,8,-11.4,0.0,0.33299999999999996,0.0,0.0,27.7,13.7,15.6,0.0,0.0,0.0,16.5,,-0.1,0.0,0.0,-0.298,,-20.1,-3.0,-23.1,0.0
112,Stephen Curry,PG,26,GSW,80,2613,28.0,0.638,0.48200000000000004,0.251,2.4,11.4,7.0,38.6,3.0,0.5,14.3,28.9,,11.5,4.1,15.7,0.28800000000000003,,8.2,1.7,9.9,7.9
113,Samuel Dalembert,C,33,NYK,32,544,11.8,0.461,0.0,0.154,10.9,25.1,17.8,8.6,1.4,6.3,21.9,15.0,,-0.4,0.7,0.3,0.023,,-3.8,0.7,-3.1,-0.1
114,Troy Daniels,SG,23,TOT,47,397,9.6,0.515,0.715,0.079,2.2,7.2,4.7,9.2,0.8,0.2,10.5,21.3,,0.1,0.1,0.2,0.022000000000000002,,-0.8,-2.4,-3.2,-0.1
115,Gigi Datome,SF,27,TOT,21,209,15.1,0.5870000000000001,0.449,0.011000000000000001,1.5,13.9,7.6,7.6,0.5,2.6,9.1,20.7,,0.2,0.2,0.4,0.095,,1.8,-0.6,1.2,0.2
116,Brandon Davies,PF,23,TOT,27,423,10.5,0.46299999999999997,0.248,0.27,9.4,12.1,10.7,12.4,2.1,1.3,15.9,18.9,,-0.2,0.4,0.2,0.027999999999999997,,-3.9,-0.6,-4.5,-0.3
117,Anthony Davis,PF,21,NOP,68,2455,30.8,0.591,0.01,0.384,8.0,24.1,16.1,11.6,2.1,6.2,6.3,27.8,,9.9,4.2,14.0,0.27399999999999997,,6.6,2.3,8.9,6.7
118,Ed Davis,PF,25,LAL,79,1840,20.0,0.594,0.0,0.40299999999999997,13.3,23.1,18.0,8.3,1.4,4.3,9.5,14.8,,4.6,1.6,6.3,0.16399999999999998,,1.4,0.1,1.5,1.6
119,Glen Davis,PF,29,LAC,74,904,10.8,0.495,0.016,0.373,5.5,15.4,10.5,6.3,2.3,1.9,11.6,16.7,,0.2,1.1,1.4,0.07200000000000001,,-3.9,0.8,-3.1,-0.3
120,Andre Dawkins,SG,23,MIA,4,22,-5.0,0.25,1.0,0.0,0.0,10.7,5.5,6.6,0.0,0.0,14.3,15.0,,-0.1,0.0,-0.1,-0.172,,-9.0,-3.8,-12.8,-0.1
121,Austin Daye,SF,26,TOT,34,344,8.2,0.449,0.504,0.043,3.4,21.0,12.4,7.5,1.8,1.1,13.8,22.1,,-0.6,0.5,0.0,-0.001,,-3.9,-0.3,-4.2,-0.2
