Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
230,Brandon Jennings,PG,20,MIL,82,82,32.6,5.5,14.8,0.371,1.8,4.7,0.374,3.7,10.1,0.37,0.431,2.7,3.3,0.8170000000000001,0.6,2.8,3.4,5.7,1.3,0.2,2.4,2.3,15.5
231,Jonas Jerebko,PF,22,DET,80,73,27.9,3.6,7.5,0.48100000000000004,0.5,1.4,0.313,3.2,6.1,0.52,0.511,1.6,2.2,0.71,2.4,3.6,6.0,0.7,1.0,0.4,1.0,2.9,9.3
232,Yi Jianlian,PF,22,NJN,52,51,31.8,4.4,10.8,0.40299999999999997,0.3,0.8,0.366,4.1,10.0,0.406,0.41700000000000004,3.0,3.7,0.7979999999999999,2.2,4.9,7.2,0.9,0.7,1.0,1.5,3.3,12.0
233,Amir Johnson,PF,22,TOR,82,5,17.7,2.5,4.1,0.623,0.0,0.0,0.0,2.5,4.0,0.63,0.623,1.2,1.8,0.638,1.9,2.9,4.8,0.6,0.5,0.8,0.8,3.1,6.2
234,Anthony Johnson,PG,35,ORL,31,0,13.1,1.6,3.6,0.441,0.4,1.3,0.33299999999999996,1.2,2.3,0.5,0.5,0.6,0.6,0.95,0.3,1.3,1.5,2.0,0.4,0.0,0.8,1.0,4.2
235,James Johnson,PF,22,CHI,65,11,11.6,1.5,3.2,0.452,0.2,0.7,0.326,1.2,2.5,0.488,0.488,0.8,1.1,0.7290000000000001,0.5,1.4,2.0,0.7,0.3,0.7,1.0,1.9,3.9
236,Joe Johnson,SG,28,ATL,76,76,38.0,8.4,18.2,0.45799999999999996,1.7,4.6,0.369,6.7,13.6,0.488,0.505,2.9,3.5,0.818,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3
237,Dahntay Jones,SF,29,IND,76,26,24.9,3.8,8.2,0.461,0.1,0.4,0.125,3.7,7.8,0.479,0.46399999999999997,2.6,3.4,0.77,0.6,2.4,3.0,2.0,0.5,0.5,1.7,3.1,10.2
238,Dwayne Jones,PF,26,PHO,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
239,James Jones,SF,29,MIA,36,6,14.0,1.2,3.3,0.361,1.0,2.5,0.41100000000000003,0.2,0.8,0.207,0.517,0.6,0.8,0.821,0.1,1.1,1.3,0.5,0.3,0.1,0.3,1.3,4.1
240,Solomon Jones,C,25,IND,52,2,13.0,1.5,3.4,0.44299999999999995,0.0,0.1,0.0,1.5,3.3,0.451,0.44299999999999995,1.0,1.4,0.718,1.0,1.8,2.8,0.6,0.3,0.7,0.8,2.4,4.0
241,DeAndre Jordan,C,21,LAC,70,12,16.2,2.1,3.4,0.605,0.0,0.0,0.0,2.1,3.4,0.61,0.605,0.7,1.8,0.375,1.7,3.3,5.0,0.3,0.2,0.9,1.1,2.2,4.8
242,Chris Kaman,C,27,LAC,76,76,34.3,7.8,15.8,0.49,0.0,0.1,0.0,7.8,15.7,0.49200000000000005,0.49,3.0,4.0,0.7490000000000001,2.4,6.8,9.3,1.6,0.5,1.2,2.9,2.8,18.5
243,Jason Kapono,SF,28,PHI,57,12,17.1,2.2,5.3,0.419,1.1,3.0,0.368,1.1,2.3,0.485,0.523,0.2,0.3,0.6,0.2,0.9,1.2,0.7,0.4,0.1,0.6,1.4,5.7
244,Coby Karl,SF-SG,26,TOT,7,1,16.1,1.6,4.6,0.344,0.3,1.6,0.182,1.3,3.0,0.429,0.375,0.6,0.9,0.667,0.6,2.0,2.6,2.1,0.4,0.1,1.4,2.0,4.0
245,Jason Kidd,PG,36,DAL,80,80,36.0,3.6,8.4,0.423,2.2,5.2,0.425,1.4,3.2,0.42,0.5539999999999999,1.0,1.2,0.8079999999999999,0.6,5.0,5.6,9.1,1.8,0.4,2.4,1.8,10.3
246,Andrei Kirilenko,SF,28,UTA,58,35,29.0,4.2,8.3,0.506,0.4,1.5,0.292,3.8,6.8,0.555,0.5329999999999999,3.0,4.0,0.7440000000000001,1.3,3.2,4.6,2.7,1.4,1.2,1.4,1.8,11.9
247,Kyle Korver,SG,28,UTA,52,0,18.3,2.7,5.4,0.493,1.1,2.1,0.536,1.5,3.3,0.465,0.598,0.8,0.9,0.7959999999999999,0.2,1.9,2.1,1.7,0.5,0.2,0.8,1.5,7.2
248,Kosta Koufos,C,20,UTA,36,0,4.8,0.6,1.3,0.46799999999999997,0.0,0.0,,0.6,1.3,0.46799999999999997,0.46799999999999997,0.3,0.4,0.6,0.4,0.8,1.3,0.2,0.1,0.1,0.4,0.7,1.5
249,Nenad Krstić,C,26,OKC,76,76,22.9,3.7,7.4,0.502,0.0,0.1,0.2,3.7,7.3,0.505,0.503,1.0,1.4,0.7170000000000001,1.8,3.3,5.0,0.7,0.4,0.6,0.8,2.3,8.4
250,Oliver Lafayette,SG,25,BOS,1,0,22.0,3.0,6.0,0.5,1.0,2.0,0.5,2.0,4.0,0.5,0.583,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,7.0
251,Carl Landry,PF,26,TOT,80,29,30.9,6.2,11.6,0.536,0.0,0.0,0.33299999999999996,6.2,11.6,0.537,0.537,4.3,5.3,0.8059999999999999,2.4,3.5,5.9,0.8,0.7,0.8,1.7,2.9,16.8
252,Marcus Landry,SF,24,TOT,18,0,6.2,0.9,2.4,0.37200000000000005,0.5,1.6,0.321,0.4,0.8,0.467,0.47700000000000004,0.2,0.3,0.6,0.3,0.8,1.1,0.0,0.1,0.1,0.3,0.8,2.4
253,Acie Law,PG,25,TOT,26,1,9.0,1.3,2.9,0.467,0.2,0.6,0.313,1.2,2.3,0.508,0.5,1.5,1.9,0.7759999999999999,0.1,0.5,0.7,1.0,0.4,0.0,0.7,0.6,4.3
254,Ty Lawson,PG,22,DEN,65,8,20.3,3.1,6.0,0.515,0.5,1.3,0.41,2.6,4.7,0.544,0.5589999999999999,1.6,2.2,0.757,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1.4,8.3
255,Courtney Lee,SG,24,NJN,71,66,33.5,4.8,10.9,0.436,1.1,3.2,0.33799999999999997,3.7,7.7,0.47600000000000003,0.485,1.9,2.2,0.8690000000000001,0.8,2.7,3.5,1.7,1.3,0.3,1.1,1.8,12.5
256,David Lee,C,26,NYK,81,81,37.3,8.5,15.5,0.545,0.0,0.1,0.0,8.5,15.4,0.5489999999999999,0.545,3.3,4.1,0.812,2.8,8.9,11.7,3.6,1.0,0.5,2.3,3.2,20.2
257,Rashard Lewis,PF,30,ORL,72,72,32.9,4.9,11.2,0.435,2.3,5.9,0.397,2.5,5.3,0.47600000000000003,0.539,2.0,2.5,0.8059999999999999,0.9,3.6,4.4,1.5,1.1,0.4,1.5,2.5,14.1
258,Shaun Livingston,PG,24,TOT,36,18,22.1,2.9,5.6,0.517,0.0,0.2,0.0,2.9,5.4,0.5329999999999999,0.517,1.2,1.3,0.875,0.4,1.7,2.2,3.6,0.5,0.3,1.6,1.7,6.9
259,Brook Lopez,C,21,NJN,82,82,36.9,6.9,13.8,0.499,0.0,0.0,0.0,6.9,13.7,0.5,0.499,5.1,6.2,0.8170000000000001,3.3,5.4,8.6,2.3,0.7,1.7,2.5,3.1,18.8
260,Robin Lopez,C,21,PHO,51,31,19.3,3.4,5.7,0.588,0.0,0.0,,3.4,5.7,0.588,0.588,1.7,2.5,0.7040000000000001,2.0,2.8,4.9,0.1,0.2,1.0,0.8,2.3,8.4
261,Kevin Love,PF,21,MIN,60,22,28.6,4.9,10.8,0.45,0.6,1.8,0.33,4.3,9.0,0.474,0.478,3.8,4.6,0.815,3.8,7.2,11.0,2.3,0.7,0.4,2.0,2.3,14.0
262,Kyle Lowry,PG,23,HOU,68,0,24.3,2.7,6.8,0.397,0.5,2.0,0.272,2.2,4.8,0.44799999999999995,0.436,3.2,3.8,0.8270000000000001,1.3,2.3,3.6,4.5,0.9,0.1,1.7,2.5,9.1
263,Corey Maggette,PF,30,GSW,70,49,29.7,6.5,12.7,0.516,0.2,0.7,0.26,6.3,11.9,0.531,0.523,6.6,7.9,0.835,1.3,4.0,5.3,2.5,0.7,0.1,2.4,3.3,19.8
264,Jamaal Magloire,C,31,MIA,36,0,10.0,0.8,1.6,0.5,0.0,0.0,,0.8,1.6,0.5,0.5,0.6,1.6,0.35600000000000004,1.1,2.2,3.4,0.0,0.3,0.3,0.5,1.6,2.1
265,Ian Mahinmi,C,23,SAS,26,0,6.3,1.3,2.1,0.636,0.0,0.0,,1.3,2.1,0.636,0.636,1.2,1.8,0.66,0.5,1.5,2.0,0.1,0.1,0.3,0.6,1.2,3.9
266,Shawn Marion,SF,31,DAL,75,75,31.8,5.3,10.4,0.508,0.0,0.3,0.158,5.2,10.1,0.516,0.51,1.4,1.9,0.755,2.1,4.3,6.4,1.4,0.9,0.8,1.3,1.9,12.0
267,Sean Marks,C,34,NOH,14,0,5.4,0.3,0.6,0.5,0.0,0.0,,0.3,0.6,0.5,0.5,0.1,0.4,0.4,1.0,0.6,1.6,0.1,0.0,0.2,0.1,1.2,0.7
268,Cartier Martin,SF,25,TOT,18,2,21.7,2.8,7.6,0.368,0.9,2.7,0.34700000000000003,1.8,4.8,0.379,0.43,1.3,1.7,0.8,1.4,2.4,3.8,0.9,0.6,0.1,1.1,2.7,7.8
269,Kenyon Martin,PF,32,DEN,58,58,34.2,4.9,10.7,0.456,0.1,0.5,0.276,4.7,10.2,0.465,0.46299999999999997,1.6,2.9,0.557,2.4,7.0,9.4,1.9,1.2,1.1,1.6,3.2,11.5
270,Kevin Martin,SG,26,TOT,46,43,35.5,6.3,15.1,0.41700000000000004,1.5,4.6,0.33299999999999996,4.8,10.5,0.45299999999999996,0.46799999999999997,6.5,7.4,0.8759999999999999,0.6,2.9,3.6,2.4,1.0,0.1,2.0,2.1,20.6
271,Desmond Mason,SF,32,SAC,5,4,13.2,1.0,2.4,0.41700000000000004,0.0,0.0,,1.0,2.4,0.41700000000000004,0.41700000000000004,0.6,0.8,0.75,0.8,1.8,2.6,0.4,0.2,0.2,0.8,1.0,2.6
272,Roger Mason,SG,29,SAS,79,5,19.2,2.4,6.3,0.389,1.1,3.3,0.33299999999999996,1.3,2.9,0.45299999999999996,0.478,0.3,0.4,0.794,0.1,1.9,2.1,1.7,0.4,0.2,0.7,1.3,6.3
273,Wesley Matthews,SG,23,UTA,82,48,24.7,3.3,6.9,0.483,0.8,2.0,0.382,2.6,4.9,0.525,0.539,2.0,2.4,0.8290000000000001,0.6,1.7,2.3,1.5,0.8,0.2,1.1,1.9,9.4
274,Jason Maxiell,C,26,DET,76,29,20.4,2.8,5.5,0.511,0.0,0.0,0.0,2.8,5.4,0.512,0.511,1.2,2.0,0.574,2.1,3.2,5.3,0.5,0.5,0.5,0.9,2.3,6.8
275,Sean May,C,25,SAC,37,4,8.9,1.4,3.0,0.45899999999999996,0.0,0.1,0.0,1.4,2.9,0.47700000000000004,0.45899999999999996,0.6,0.9,0.6559999999999999,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1.2,3.3
276,Eric Maynor,PG,22,TOT,81,2,15.7,1.9,4.5,0.418,0.3,0.9,0.31,1.6,3.7,0.444,0.44799999999999995,0.6,0.9,0.722,0.3,1.3,1.6,3.3,0.5,0.1,1.0,1.4,4.7
277,O.J. Mayo,SG,22,MEM,82,82,38.0,6.6,14.4,0.45799999999999996,1.7,4.3,0.38299999999999995,5.0,10.1,0.49,0.516,2.6,3.2,0.809,0.7,3.0,3.8,3.0,1.2,0.2,2.1,2.1,17.5
278,Luc Mbah a Moute,PF,23,MIL,73,62,25.6,2.4,5.1,0.48,0.1,0.2,0.353,2.3,4.8,0.486,0.488,1.3,1.8,0.6990000000000001,2.3,3.1,5.5,1.1,0.8,0.5,1.0,2.5,6.2
279,Antonio McDyess,PF,35,SAS,77,50,21.0,2.7,5.6,0.479,0.0,0.0,0.0,2.7,5.5,0.48100000000000004,0.479,0.5,0.7,0.632,1.9,4.0,5.9,1.1,0.6,0.4,1.0,1.9,5.8
280,JaVale McGee,C,22,WAS,60,19,16.1,2.6,5.1,0.508,0.0,0.0,0.0,2.6,5.1,0.51,0.508,1.2,1.9,0.638,1.5,2.6,4.1,0.2,0.3,1.7,0.9,2.0,6.4
281,Tracy McGrady,SG,30,TOT,30,24,22.4,3.0,7.8,0.387,0.5,2.1,0.25,2.5,5.7,0.439,0.42100000000000004,1.6,2.1,0.746,0.7,2.4,3.1,3.3,0.5,0.5,1.5,1.3,8.2
282,Dominic McGuire,SF,24,TOT,51,2,6.0,0.4,1.0,0.365,0.0,0.0,,0.4,1.0,0.365,0.365,0.0,0.1,0.0,0.5,1.1,1.5,0.2,0.1,0.1,0.3,0.7,0.7
283,Josh McRoberts,C,22,IND,42,3,12.5,1.8,3.5,0.521,0.2,0.5,0.348,1.6,2.9,0.5529999999999999,0.5479999999999999,0.5,0.9,0.5,1.0,2.1,3.0,1.0,0.4,0.4,0.5,1.8,4.3
284,Jodie Meeks,SG,22,TOT,60,0,12.0,1.7,4.5,0.38799999999999996,0.7,2.2,0.318,1.0,2.3,0.456,0.466,0.5,0.7,0.795,0.2,1.5,1.7,0.7,0.3,0.1,0.4,0.9,4.7
285,Pops Mensah-Bonsu,PF,26,TOT,20,0,6.0,0.7,1.7,0.39399999999999996,0.0,0.0,,0.7,1.7,0.39399999999999996,0.39399999999999996,0.7,1.2,0.542,0.8,1.0,1.8,0.2,0.2,0.5,0.5,1.0,2.0
286,C.J. Miles,SF,22,UTA,63,28,23.8,3.8,8.9,0.429,1.2,3.4,0.341,2.7,5.5,0.484,0.495,1.0,1.5,0.695,0.7,2.0,2.7,1.7,0.9,0.3,1.3,3.0,9.9
287,Darko Miličić,C,24,TOT,32,18,21.4,3.1,6.4,0.49,0.0,0.0,0.0,3.1,6.3,0.493,0.49,0.5,0.9,0.536,1.5,3.3,4.7,1.5,0.7,1.1,1.1,2.6,6.7
288,Andre Miller,PG,33,POR,82,66,30.5,4.9,11.1,0.445,0.2,1.0,0.2,4.7,10.1,0.469,0.45399999999999996,3.9,4.8,0.821,1.0,2.3,3.2,5.4,1.1,0.1,2.1,2.1,14.0
289,Brad Miller,C,33,CHI,82,37,23.8,3.0,7.1,0.43,0.5,1.6,0.28,2.6,5.5,0.474,0.462,2.2,2.7,0.8270000000000001,1.0,3.9,4.9,1.9,0.5,0.4,1.3,2.3,8.8
290,Mike Miller,SG,29,WAS,54,50,33.4,4.0,8.0,0.501,1.5,3.2,0.48,2.5,4.9,0.515,0.596,1.3,1.6,0.8240000000000001,1.0,5.2,6.2,3.9,0.7,0.2,2.1,2.4,10.9
291,Patty Mills,PG,21,POR,10,0,3.8,1.0,2.4,0.41700000000000004,0.2,0.4,0.5,0.8,2.0,0.4,0.45799999999999996,0.4,0.7,0.5710000000000001,0.1,0.1,0.2,0.5,0.0,0.0,0.4,0.6,2.6
292,Paul Millsap,PF,24,UTA,82,8,27.8,4.7,8.7,0.5379999999999999,0.0,0.1,0.111,4.7,8.6,0.5429999999999999,0.5379999999999999,2.2,3.2,0.693,2.3,4.5,6.8,1.6,0.8,1.2,1.4,3.5,11.6
293,Nazr Mohammed,C,32,CHA,58,29,17.0,3.3,5.9,0.5529999999999999,0.0,0.0,,3.3,5.9,0.5529999999999999,0.5529999999999999,1.4,2.2,0.648,2.0,3.3,5.2,0.5,0.3,0.7,0.9,1.8,7.9
294,Jamario Moon,SF,29,CLE,61,2,17.2,1.9,4.0,0.462,0.5,1.6,0.32,1.3,2.4,0.5579999999999999,0.526,0.6,0.7,0.8,0.4,2.7,3.1,0.8,0.6,0.5,0.4,1.1,4.9
295,Mikki Moore,C,34,GSW,23,20,17.7,2.3,3.9,0.6,0.0,0.0,,2.3,3.9,0.6,0.6,0.3,0.5,0.636,1.1,1.9,3.0,1.6,0.2,0.6,0.9,2.6,5.0
296,Randolph Morris,PF,24,ATL,28,0,4.4,0.8,1.5,0.561,0.0,0.0,,0.8,1.5,0.561,0.561,0.6,1.0,0.593,0.4,1.0,1.4,0.1,0.2,0.1,0.4,1.2,2.2
297,Adam Morrison,SF,25,LAL,31,0,7.8,1.0,2.7,0.376,0.2,0.7,0.23800000000000002,0.9,2.1,0.42200000000000004,0.406,0.2,0.3,0.625,0.3,0.7,1.0,0.6,0.1,0.1,0.3,0.5,2.4
298,Anthony Morrow,SG,24,GSW,69,37,29.2,4.8,10.2,0.46799999999999997,2.0,4.4,0.456,2.7,5.7,0.47700000000000004,0.568,1.5,1.7,0.8859999999999999,0.9,2.9,3.8,1.5,0.9,0.2,1.2,2.3,13.0
299,Byron Mullens,PF,20,OKC,13,0,4.2,0.5,1.5,0.368,0.0,0.0,,0.5,1.5,0.368,0.368,0.0,0.0,,0.2,0.5,0.8,0.1,0.2,0.0,0.3,1.0,1.1
300,Troy Murphy,PF,29,IND,72,69,32.6,5.3,11.3,0.47200000000000003,1.8,4.6,0.384,3.6,6.7,0.5329999999999999,0.551,2.1,2.7,0.7979999999999999,1.8,8.4,10.2,2.1,1.0,0.5,1.4,2.4,14.6
301,Ronald Murray,SG,30,TOT,75,2,22.3,3.6,9.1,0.392,0.9,2.9,0.312,2.7,6.2,0.431,0.44299999999999995,1.9,2.6,0.727,0.4,2.1,2.4,1.8,0.6,0.2,1.2,1.7,9.9
302,Eduardo Nájera,PF,33,TOT,46,5,14.9,1.3,3.2,0.425,0.4,1.4,0.297,0.9,1.8,0.524,0.49,0.3,0.5,0.583,0.7,1.8,2.5,0.6,0.6,0.3,0.5,2.0,3.4
303,Steve Nash,PG,35,PHO,81,81,32.8,6.2,12.2,0.507,1.5,3.6,0.426,4.6,8.6,0.54,0.57,2.6,2.8,0.938,0.4,2.9,3.3,11.0,0.5,0.1,3.6,1.3,16.5
304,Jameer Nelson,PG,27,ORL,65,64,28.6,4.9,10.9,0.449,1.3,3.5,0.381,3.6,7.4,0.48100000000000004,0.51,1.5,1.8,0.845,0.4,2.6,3.0,5.4,0.7,0.0,2.1,2.3,12.6
305,Rasho Nesterović,C,33,TOR,42,8,9.8,1.9,3.5,0.544,0.0,0.0,,1.9,3.5,0.544,0.544,0.0,0.1,0.2,0.9,1.2,2.1,0.6,0.2,0.4,0.4,1.3,3.9
306,Joakim Noah,C,24,CHI,64,54,30.1,4.1,8.1,0.504,0.0,0.0,,4.1,8.1,0.504,0.504,2.5,3.4,0.7440000000000001,3.4,7.6,11.0,2.1,0.5,1.6,1.8,3.1,10.7
307,Andrés Nocioni,SF,30,SAC,75,28,19.7,3.1,7.8,0.39899999999999997,1.3,3.3,0.386,1.8,4.5,0.408,0.48,0.9,1.3,0.7170000000000001,0.4,2.5,3.0,1.0,0.4,0.3,0.9,2.1,8.5
308,Steve Novak,SF,26,LAC,54,0,6.7,0.8,2.0,0.389,0.4,1.3,0.31,0.4,0.7,0.541,0.491,0.1,0.2,0.778,0.0,0.6,0.6,0.1,0.1,0.0,0.0,0.4,2.1
309,Dirk Nowitzki,PF,31,DAL,81,80,37.5,8.9,18.5,0.48100000000000004,0.6,1.5,0.42100000000000004,8.3,17.0,0.48700000000000004,0.498,6.6,7.2,0.915,1.0,6.7,7.7,2.7,0.9,1.0,1.8,2.6,25.0
310,Patrick O'Bryant,C,23,TOR,11,0,4.6,0.7,1.4,0.5329999999999999,0.0,0.1,0.0,0.7,1.3,0.5710000000000001,0.5329999999999999,0.3,0.5,0.5,0.2,0.8,1.0,0.1,0.2,0.4,0.5,1.1,1.7
311,Jermaine O'Neal,C,31,MIA,70,70,28.4,5.6,10.6,0.529,0.0,0.0,0.0,5.6,10.6,0.53,0.529,2.3,3.2,0.72,1.8,5.2,6.9,1.3,0.4,1.4,1.8,3.0,13.6
312,Shaquille O'Neal,C,37,CLE,53,53,23.4,4.9,8.7,0.5660000000000001,0.0,0.0,0.0,4.9,8.7,0.5670000000000001,0.5660000000000001,2.1,4.3,0.496,1.8,4.9,6.7,1.5,0.3,1.2,2.0,3.2,12.0
313,Fabricio Oberto,C,34,WAS,57,20,11.4,0.6,1.0,0.625,0.0,0.0,,0.6,1.0,0.625,0.625,0.2,0.3,0.765,0.6,1.2,1.8,0.9,0.2,0.2,0.6,2.1,1.5
314,Greg Oden,C,22,POR,21,21,23.9,4.4,7.2,0.605,0.0,0.0,,4.4,7.2,0.605,0.605,2.3,3.0,0.7659999999999999,3.0,5.4,8.5,0.9,0.4,2.3,1.9,4.0,11.1
315,Lamar Odom,PF,30,LAL,82,38,31.5,4.2,9.0,0.46299999999999997,0.7,2.2,0.319,3.5,6.8,0.51,0.502,1.7,2.5,0.693,2.2,7.5,9.8,3.3,0.9,0.7,1.8,2.8,10.8
316,Emeka Okafor,C,27,NOH,82,82,28.9,4.2,8.0,0.53,0.0,0.0,,4.2,8.0,0.53,0.53,1.9,3.3,0.562,3.1,6.0,9.0,0.7,0.7,1.5,1.4,2.7,10.4
317,Mehmet Okur,C,30,UTA,73,73,29.4,4.9,10.6,0.45799999999999996,1.1,2.9,0.385,3.7,7.7,0.486,0.511,2.7,3.3,0.82,1.8,5.2,7.1,1.6,0.5,1.1,1.7,3.1,13.5
318,Kevin Ollie,PG,37,OKC,25,0,10.5,0.7,1.8,0.4,0.0,0.0,0.0,0.7,1.8,0.409,0.4,0.3,0.3,1.0,0.1,0.9,1.0,0.8,0.4,0.0,0.2,0.6,1.8
319,Travis Outlaw,SF,25,TOT,34,6,21.5,3.2,8.3,0.391,1.2,3.1,0.381,2.1,5.2,0.39799999999999996,0.46299999999999997,1.4,1.7,0.831,1.0,2.6,3.6,1.0,0.5,0.5,0.9,1.3,9.1
320,Zaza Pachulia,C,25,ATL,78,1,14.0,1.5,3.2,0.488,0.0,0.1,0.0,1.5,3.1,0.496,0.488,1.2,1.8,0.65,1.5,2.3,3.8,0.5,0.5,0.4,0.7,2.4,4.3
321,Jannero Pargo,PG,30,CHI,63,5,13.2,2.1,6.0,0.34600000000000003,0.6,2.2,0.275,1.5,3.9,0.387,0.396,0.7,0.7,0.9329999999999999,0.1,1.1,1.2,1.4,0.5,0.0,0.8,1.1,5.5
322,Anthony Parker,SG,34,CLE,81,81,28.3,2.5,5.9,0.434,1.3,3.2,0.414,1.2,2.6,0.45799999999999996,0.547,0.9,1.2,0.789,0.4,2.5,2.9,1.9,0.8,0.2,0.9,1.9,7.3
323,Tony Parker,PG,27,SAS,56,50,30.9,6.2,12.8,0.48700000000000004,0.2,0.6,0.294,6.1,12.2,0.49700000000000005,0.494,3.3,4.4,0.7559999999999999,0.1,2.3,2.4,5.7,0.5,0.1,2.7,1.7,16.0
324,Chris Paul,PG,24,NOH,45,45,38.0,7.0,14.2,0.493,1.2,2.8,0.409,5.8,11.3,0.514,0.534,3.6,4.2,0.847,0.4,3.8,4.2,10.7,2.1,0.2,2.5,2.6,18.7
325,Sasha Pavlović,SF,26,MIN,71,0,12.4,1.5,4.2,0.363,0.5,1.7,0.297,1.0,2.6,0.40700000000000003,0.42200000000000004,0.1,0.4,0.385,0.2,1.5,1.6,0.8,0.3,0.1,0.7,1.2,3.7
326,Oleksiy Pecherov,C,24,MIN,44,5,10.2,1.8,4.3,0.41,0.3,1.2,0.26899999999999996,1.4,3.1,0.46299999999999997,0.447,0.7,0.7,0.9059999999999999,0.7,2.1,2.8,0.3,0.2,0.3,0.7,1.3,4.5
327,Kendrick Perkins,C,25,BOS,78,78,27.6,4.0,6.7,0.602,0.0,0.0,0.0,4.0,6.7,0.605,0.602,2.1,3.6,0.5820000000000001,2.0,5.6,7.6,1.0,0.3,1.7,2.1,2.8,10.1
328,Morris Peterson,SG,32,NOH,46,39,21.2,2.5,6.5,0.385,1.3,3.7,0.363,1.2,2.8,0.415,0.488,0.7,1.2,0.611,0.4,2.4,2.7,0.9,0.5,0.1,0.6,1.8,7.1
329,Johan Petro,C,24,DEN,36,16,12.1,1.5,2.8,0.535,0.0,0.0,0.0,1.5,2.8,0.54,0.535,0.4,0.6,0.667,0.9,2.7,3.6,0.4,0.3,0.4,0.6,2.2,3.4
330,Paul Pierce,SF,32,BOS,71,71,34.0,5.8,12.2,0.47200000000000003,1.5,3.7,0.414,4.2,8.5,0.49700000000000005,0.535,5.2,6.1,0.852,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,18.3
331,Mickaël Piétrus,SF,27,ORL,75,24,22.5,3.1,7.2,0.43200000000000005,1.5,4.1,0.379,1.6,3.1,0.502,0.54,0.9,1.5,0.633,0.5,2.3,2.9,0.7,0.7,0.4,0.9,1.8,8.7
332,James Posey,SF,33,NOH,77,2,22.5,1.6,4.5,0.365,1.1,3.1,0.335,0.6,1.3,0.43700000000000006,0.483,0.9,1.0,0.825,0.4,3.9,4.3,1.5,0.5,0.2,0.7,2.6,5.2
333,Leon Powe,SF,26,CLE,20,2,11.8,1.1,2.5,0.429,0.0,0.0,,1.1,2.5,0.429,0.429,1.9,3.2,0.5870000000000001,1.0,2.1,3.1,0.0,0.3,0.1,0.6,1.8,4.0
334,Josh Powell,PF,27,LAL,63,0,9.2,1.1,3.1,0.366,0.1,0.3,0.43799999999999994,1.0,2.8,0.36,0.384,0.3,0.5,0.645,0.7,1.1,1.8,0.6,0.1,0.1,0.5,1.1,2.7
335,A.J. Price,PG,23,IND,56,2,15.4,2.6,6.3,0.41,1.1,3.1,0.345,1.5,3.2,0.47200000000000003,0.494,1.1,1.3,0.8,0.2,1.4,1.6,1.9,0.6,0.1,1.1,0.9,7.3
336,Ronnie Price,PG,26,UTA,60,4,13.4,1.6,4.0,0.405,0.3,1.1,0.28600000000000003,1.3,3.0,0.447,0.442,0.7,1.0,0.695,0.5,0.8,1.2,2.1,0.7,0.2,0.9,1.8,4.3
337,Tayshaun Prince,SF,29,DET,49,49,34.0,5.8,11.8,0.486,0.6,1.5,0.37,5.2,10.3,0.503,0.509,1.4,2.0,0.7140000000000001,1.4,3.6,5.1,3.3,0.7,0.4,1.2,1.6,13.5
338,Joel Przybilla,C,30,POR,30,9,22.7,1.5,2.9,0.523,0.0,0.0,,1.5,2.9,0.523,0.523,1.1,1.7,0.647,2.4,5.5,7.9,0.3,0.3,1.4,1.3,3.2,4.1
339,Chris Quinn,PG,26,NJN,25,0,8.9,0.8,2.2,0.35700000000000004,0.4,1.3,0.313,0.4,1.0,0.41700000000000004,0.446,0.2,0.2,1.0,0.0,0.6,0.6,1.2,0.4,0.0,0.4,0.6,2.2
340,Vladimir Radmanović,PF,29,TOT,41,20,21.7,2.5,6.7,0.377,0.7,2.6,0.278,1.8,4.0,0.442,0.43200000000000005,0.5,0.7,0.741,1.2,3.1,4.3,1.1,0.7,0.2,1.1,2.4,6.2
341,Anthony Randolph,C,20,GSW,33,8,22.7,4.2,9.4,0.44299999999999995,0.0,0.2,0.2,4.1,9.2,0.447,0.445,3.3,4.1,0.8009999999999999,2.2,4.3,6.5,1.3,0.8,1.5,1.5,2.8,11.6
342,Shavlik Randolph,PF,26,TOT,6,0,8.8,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.3,0.3,1.0,1.2,1.2,2.3,0.2,0.2,0.2,0.5,1.5,2.3
343,Zach Randolph,PF,28,MEM,81,81,37.7,8.0,16.5,0.488,0.2,0.6,0.28800000000000003,7.9,15.9,0.496,0.494,4.5,5.7,0.778,4.1,7.7,11.7,1.8,1.0,0.4,2.1,2.8,20.8
344,Theo Ratliff,C,36,TOT,49,29,16.5,1.4,3.1,0.461,0.0,0.0,,1.4,3.1,0.461,0.461,0.8,1.0,0.76,1.2,2.0,3.2,0.5,0.2,1.2,0.8,1.8,3.6
