Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
12,Willie Anderson,SG,23,SAS,82,2788,15.2,0.532,0.024,0.268,4.8,10.1,7.5,19.6,1.9,1.3,14.1,20.9,,2.8,3.7,6.5,0.111,,0.5,0.9,1.3,2.4
13,Michael Ansley,SF,22,ORL,72,1221,17.3,0.5539999999999999,0.0,0.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,,3.0,0.3,3.3,0.129,,1.2,-2.5,-1.3,0.2
14,B.J. Armstrong,PG,22,CHI,81,1291,11.9,0.53,0.015,0.19899999999999998,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,,1.0,0.8,1.7,0.064,,-1.7,-1.1,-2.8,-0.3
15,John Bagley,PG,29,BOS,54,1095,10.8,0.489,0.083,0.179,2.8,6.0,4.5,33.3,1.8,0.2,27.7,12.5,,0.3,0.8,1.1,0.047,,-1.0,-0.6,-1.6,0.1
16,Thurl Bailey,SF,28,UTA,82,2583,13.4,0.527,0.008,0.292,5.6,12.5,9.3,8.1,0.6,2.4,11.2,21.0,,1.7,2.8,4.6,0.085,,-0.6,-0.6,-1.2,0.5
17,Ken Bannister,PF,29,LAC,52,589,7.6,0.49200000000000005,0.006,0.6829999999999999,7.7,14.0,10.9,4.3,1.4,0.7,17.4,18.0,,-0.5,0.5,0.1,0.005,,-4.8,-1.1,-5.9,-0.6
18,Charles Barkley,SF,26,PHI,79,3085,27.1,0.6609999999999999,0.078,0.632,13.4,20.0,16.7,15.6,2.4,1.0,13.9,24.0,,13.1,4.2,17.3,0.26899999999999996,,7.2,1.0,8.2,8.0
19,Dana Barros,PG,22,SEA,81,1630,12.8,0.49700000000000005,0.322,0.149,2.4,7.3,4.7,18.3,1.6,0.0,13.5,23.3,,1.1,0.7,1.8,0.053,,0.8,-1.4,-0.6,0.6
20,John Battle,SG,27,ATL,60,1477,12.6,0.542,0.024,0.248,2.1,5.8,3.9,15.3,0.9,0.1,12.9,19.7,,1.7,0.0,1.7,0.055,,-0.8,-2.3,-3.1,-0.4
21,Kenny Battle,SG,25,PHO,59,729,12.2,0.5870000000000001,0.024,0.48200000000000004,7.1,11.3,9.3,6.8,2.3,0.9,13.4,13.5,,1.0,1.0,1.9,0.127,,-1.2,1.2,0.0,0.4
22,William Bedford,C,26,DET,42,246,9.5,0.43799999999999994,0.048,0.17600000000000002,7.0,19.8,13.4,2.6,0.6,4.4,13.5,27.2,,-0.5,0.5,-0.1,-0.016,,-6.6,0.2,-6.4,-0.3
23,Benoit Benjamin,C,25,LAC,71,2313,16.7,0.578,0.001,0.467,7.8,24.4,16.2,10.1,1.2,4.8,18.4,18.4,,1.7,3.7,5.4,0.113,,-0.5,2.1,1.6,2.1
24,Winston Bennett,SF,24,CLE,55,990,10.0,0.515,0.0,0.336,9.4,11.9,10.6,8.1,1.2,0.6,15.9,17.1,,0.2,0.9,1.1,0.055,,-3.4,-0.8,-4.2,-0.6
25,Larry Bird,SF,33,BOS,75,2944,21.9,0.546,0.129,0.226,3.6,22.2,13.4,28.9,1.8,1.2,12.7,27.4,,5.3,4.1,9.5,0.154,,4.1,1.2,5.3,5.5
26,Uwe Blab,C,27,TOT,47,531,3.3,0.429,0.0,0.37799999999999995,6.1,15.2,10.9,5.8,0.1,2.3,23.4,11.3,,-0.6,0.2,-0.4,-0.039,,-6.4,-1.0,-7.4,-0.7
27,Rolando Blackman,SG,30,DAL,80,2934,17.0,0.552,0.034,0.271,3.5,7.3,5.4,16.3,1.3,0.4,11.0,23.6,,4.6,2.2,6.8,0.111,,1.6,-0.6,0.9,2.2
28,Mookie Blaylock,PG,22,NJN,50,1267,11.5,0.41600000000000004,0.14,0.142,3.3,8.8,5.9,26.2,3.1,0.7,15.5,22.8,,-1.6,1.3,-0.3,-0.011000000000000001,,-2.4,0.4,-2.0,0.0
29,Muggsy Bogues,PG,25,CHH,81,2743,16.9,0.528,0.039,0.20199999999999999,1.9,7.0,4.3,44.6,3.0,0.1,16.8,13.5,,4.6,2.1,6.7,0.11699999999999999,,1.5,0.7,2.2,2.9
30,Manute Bol,C,27,GSW,75,1310,7.2,0.38299999999999995,0.284,0.29,2.8,18.8,11.2,3.3,0.4,10.0,21.1,7.4,,-1.4,1.4,0.0,0.001,,-4.6,3.3,-1.2,0.3
31,Anthony Bowie,SG,26,HOU,66,918,8.8,0.44799999999999995,0.07200000000000001,0.184,4.2,9.3,6.8,13.9,2.2,0.3,15.7,16.6,,-0.6,1.3,0.7,0.037000000000000005,,-3.5,0.9,-2.5,-0.1
32,Sam Bowie,C,28,NJN,68,2207,16.2,0.499,0.037000000000000005,0.45399999999999996,9.3,24.9,16.6,6.4,0.8,3.3,11.1,20.5,,1.9,2.8,4.7,0.10300000000000001,,-0.7,-0.4,-1.1,0.5
33,Adrian Branch,SF,26,MIN,11,91,16.9,0.46,0.016,0.361,9.9,16.9,13.2,8.8,3.5,0.0,10.2,38.1,,-0.1,0.1,0.0,0.013999999999999999,,-0.9,-1.1,-2.0,0.0
34,Randy Breuer,C,29,TOT,81,1879,13.0,0.462,0.001,0.27699999999999997,9.3,17.4,13.1,8.3,1.2,3.7,10.9,20.3,,-0.2,2.2,2.0,0.051,,-2.2,-0.1,-2.3,-0.2
35,Frank Brickowski,C,30,SAS,78,1438,13.3,0.5760000000000001,0.005,0.364,7.2,18.1,12.8,10.3,2.2,1.6,17.2,15.6,,1.3,2.5,3.8,0.126,,-1.7,1.9,0.2,0.8
36,Scott Brooks,PG,24,PHI,72,975,14.2,0.53,0.28600000000000003,0.207,1.8,5.7,3.7,28.5,2.4,0.0,11.2,14.7,,1.9,0.7,2.7,0.131,,0.5,0.5,0.9,0.7
37,Chucky Brown,SF,21,CLE,75,1339,11.9,0.525,0.016,0.36700000000000005,6.9,12.5,9.7,5.7,1.2,1.2,11.7,19.0,,0.9,1.3,2.2,0.078,,-3.0,-0.6,-3.6,-0.6
38,Mike Brown,C,26,UTA,82,1397,12.8,0.593,0.006,0.578,10.0,20.7,15.7,4.7,1.1,1.2,16.9,16.2,,1.7,2.0,3.7,0.128,,-1.7,-0.2,-1.9,0.1
39,Raymond Brown,PF,24,UTA,16,56,-0.9,0.27699999999999997,0.0,0.071,22.4,9.8,15.7,10.3,0.0,0.0,17.2,27.2,,-0.3,0.0,-0.2,-0.2,,-10.8,-6.2,-17.0,-0.2
40,Tony Brown,SF,29,MIL,61,635,8.2,0.475,0.09699999999999999,0.272,6.9,6.1,6.5,9.0,2.5,0.4,18.1,18.6,,-0.5,0.5,0.0,0.0,,-3.9,-0.5,-4.4,-0.4
41,Stanley Brundy,SF,22,NJN,16,128,10.1,0.488,0.0,0.6,11.7,9.8,10.8,3.4,2.3,2.3,13.7,13.8,,0.0,0.1,0.2,0.057,,-3.6,0.6,-3.1,0.0
42,Mark Bryant,PF,24,POR,58,562,9.1,0.48,0.0,0.327,10.3,18.0,14.1,3.0,1.5,1.0,12.5,14.0,,0.2,0.9,1.0,0.08800000000000001,,-3.5,0.5,-3.1,-0.2
43,Torgeir Bryn,C,25,LAC,3,10,9.1,0.431,0.0,3.0,0.0,22.6,11.4,0.0,9.7,6.0,17.7,23.6,,0.0,0.0,0.0,0.065,,-13.3,7.3,-6.0,0.0
44,Steve Bucknall,SG,23,LAL,18,75,0.0,0.32299999999999995,0.03,0.182,7.9,2.9,5.3,17.9,1.3,0.8,23.6,26.6,,-0.4,0.0,-0.3,-0.19899999999999998,,-9.7,-3.6,-13.3,-0.2
45,Greg Butler,C,23,NYK,13,33,-4.9,0.233,0.0,0.16699999999999998,10.4,19.6,15.1,3.9,0.0,0.0,18.9,20.0,,-0.2,0.0,-0.1,-0.20600000000000002,,-13.6,-4.7,-18.3,-0.1
46,Michael Cage,C,28,SEA,82,2595,14.5,0.54,0.0,0.32899999999999996,13.3,24.2,18.6,3.6,1.5,1.1,11.3,13.4,,3.9,2.8,6.8,0.125,,0.7,-0.7,0.0,1.3
47,Adrian Caldwell,PF,23,HOU,51,331,9.5,0.5489999999999999,0.0,0.368,11.7,22.9,17.4,2.8,1.6,3.2,26.6,14.8,,-0.3,0.7,0.4,0.061,,-5.3,1.4,-4.0,-0.2
48,Tony Campbell,SG,27,MIN,82,3164,17.1,0.52,0.034,0.36,7.5,9.8,8.5,12.4,1.8,0.6,12.1,29.0,,2.8,2.5,5.3,0.081,,1.6,-1.3,0.3,1.8
49,Rick Carlisle,SG,30,NJN,5,21,-9.2,0.14300000000000002,0.429,0.0,0.0,0.0,0.0,31.6,2.3,2.8,36.4,21.0,,-0.2,0.0,-0.2,-0.344,,-15.1,-1.3,-16.4,-0.1
50,Antoine Carr,PF,28,TOT,77,1727,16.4,0.557,0.01,0.413,7.5,13.8,10.6,10.8,0.9,2.4,12.8,24.2,,2.4,1.1,3.5,0.09699999999999999,,0.0,-0.7,-0.6,0.6
51,Joe Barry Carroll,C,31,TOT,76,1721,12.6,0.455,0.003,0.233,7.7,20.3,13.6,8.2,1.3,3.9,14.5,22.6,,-1.7,2.4,0.7,0.019,,-3.2,0.3,-2.9,-0.4
52,Bill Cartwright,C,32,CHI,71,2160,12.8,0.562,0.0,0.46799999999999997,7.5,18.0,12.7,8.9,0.9,1.0,14.6,16.7,,2.8,1.7,4.5,0.1,,-1.3,-1.2,-2.5,-0.3
53,Terry Catledge,PF,26,ORL,74,2462,15.0,0.525,0.006999999999999999,0.42200000000000004,11.3,12.9,12.1,4.5,0.7,0.4,11.7,24.6,,2.4,0.1,2.5,0.049,,-0.1,-3.3,-3.4,-0.9
54,Tom Chambers,PF,30,PHO,81,3046,20.9,0.579,0.053,0.4,4.7,15.2,10.3,10.0,1.4,0.9,10.3,28.8,,7.5,3.7,11.2,0.17600000000000002,,2.7,-0.3,2.3,3.3
55,Rex Chapman,SG,22,CHH,54,1762,11.9,0.469,0.154,0.20800000000000002,3.2,8.7,5.8,12.2,1.3,0.2,9.0,26.8,,-1.4,0.7,-0.7,-0.018000000000000002,,-1.6,-2.1,-3.7,-0.8
56,Maurice Cheeks,PG,33,TOT,81,2519,14.9,0.565,0.026000000000000002,0.332,2.3,8.2,5.3,24.3,2.4,0.2,14.8,13.5,,4.2,2.9,7.1,0.135,,0.7,1.2,1.9,2.5
57,Derrick Chievous,SF,22,TOT,55,591,13.3,0.545,0.040999999999999995,0.505,6.4,9.8,8.1,7.6,2.1,0.5,14.3,21.8,,0.4,0.8,1.2,0.096,,-1.8,0.1,-1.7,0.0
58,Ben Coleman,PF,28,MIL,22,305,12.2,0.5479999999999999,0.01,0.423,11.5,21.4,16.4,5.6,1.1,1.4,18.4,19.4,,0.1,0.4,0.5,0.079,,-3.2,-1.0,-4.1,-0.2
59,Steve Colter,PG,27,WSB,73,977,15.9,0.5329999999999999,0.017,0.32,6.0,13.5,9.7,19.9,2.3,0.6,10.1,15.8,,1.7,1.0,2.7,0.134,,0.2,1.3,1.5,0.9
60,Lester Conner,PG,30,NJN,82,2355,12.8,0.486,0.023,0.373,3.8,8.4,6.0,23.3,3.5,0.2,17.1,13.7,,1.1,2.6,3.7,0.075,,-2.2,1.7,-0.5,0.9
61,Michael Cooper,SG,33,LAL,80,1851,9.6,0.48200000000000004,0.318,0.191,3.8,10.0,7.0,15.3,1.8,1.1,14.6,14.4,,0.7,2.0,2.7,0.07,,-1.7,1.0,-0.7,0.6
62,Wayne Cooper,C,33,POR,79,1176,10.6,0.469,0.01,0.128,10.7,20.7,15.7,4.8,0.7,4.9,10.8,12.0,,0.6,2.1,2.7,0.11199999999999999,,-3.0,2.0,-1.0,0.3
63,Lanard Copeland,SG,24,PHI,23,110,10.0,0.499,0.07400000000000001,0.20600000000000002,4.2,6.1,5.2,14.0,0.5,0.6,20.4,35.9,,-0.3,0.0,-0.2,-0.109,,-5.3,-5.0,-10.4,-0.2
64,Tyrone Corbin,SF,27,MIN,82,3011,15.9,0.512,0.01,0.193,8.2,16.4,12.0,12.0,3.1,0.9,10.9,19.3,,2.8,4.0,6.8,0.10800000000000001,,-0.1,1.0,0.9,2.2
65,Dave Corzine,C,33,ORL,6,79,3.2,0.368,0.0,0.069,9.1,15.2,12.0,3.5,1.2,0.0,21.1,18.7,,-0.2,0.0,-0.2,-0.139,,-6.9,-2.6,-9.5,-0.1
66,Pat Cummings,C,33,MIA,37,391,10.5,0.499,0.0,0.233,7.6,19.1,13.1,5.0,1.5,0.6,15.4,21.4,,-0.3,0.4,0.1,0.017,,-4.0,-0.9,-5.0,-0.3
67,Terry Cummings,PF,28,SAS,81,2821,19.6,0.527,0.039,0.287,9.3,17.5,13.5,12.9,1.9,1.1,10.5,28.3,,4.3,4.4,8.7,0.149,,1.8,-0.1,1.7,2.7
68,Dell Curry,SG,25,CHH,67,1860,15.9,0.517,0.14800000000000002,0.105,1.8,8.9,5.1,14.7,2.6,0.8,8.8,26.0,,0.4,1.5,1.8,0.048,,0.5,0.4,0.9,1.4
69,Quintin Dailey,SG,29,SEA,30,491,10.0,0.45899999999999996,0.021,0.275,4.1,8.2,6.1,10.3,1.2,0.0,11.2,25.8,,-0.1,0.2,0.1,0.012,,-3.6,-1.4,-5.0,-0.4
70,Adrian Dantley,SF,34,DAL,45,1300,15.4,0.556,0.004,0.525,6.9,8.1,7.5,9.6,0.8,0.3,11.2,22.6,,2.2,0.8,3.1,0.113,,0.9,-1.4,-0.4,0.5
71,Brad Daugherty,C,24,CLE,41,1438,16.0,0.5429999999999999,0.004,0.564,5.9,23.3,14.5,14.2,1.0,0.9,14.8,22.4,,1.2,1.9,3.1,0.10400000000000001,,-0.6,-0.3,-0.8,0.4
72,Brad Davis,PG,34,DAL,73,1292,13.7,0.575,0.285,0.27399999999999997,1.1,7.0,4.1,27.6,1.8,0.4,17.4,16.8,,1.8,1.1,2.9,0.109,,-0.4,0.2,-0.1,0.6
73,Charles Davis,SF,31,CHI,53,429,6.7,0.402,0.158,0.051,6.9,15.5,11.1,5.6,1.2,1.2,11.0,18.1,,-0.5,0.3,-0.2,-0.017,,-5.1,-2.3,-7.4,-0.6
74,Terry Davis,PF,22,MIA,63,884,9.0,0.496,0.004,0.332,11.2,17.7,14.3,3.9,1.3,1.9,18.5,16.8,,-0.4,0.9,0.5,0.028999999999999998,,-5.1,-0.5,-5.7,-0.8
75,Walter Davis,SG,35,DEN,69,1635,18.3,0.5329999999999999,0.045,0.22,2.8,9.1,5.7,14.9,1.6,0.3,8.3,29.6,,2.1,1.5,3.6,0.105,,1.4,-0.6,0.8,1.1
76,Johnny Dawkins,PG,26,PHI,81,2865,16.0,0.5489999999999999,0.069,0.257,1.9,7.8,4.9,29.7,2.1,0.2,16.8,18.8,,4.2,2.2,6.4,0.107,,1.3,-0.5,0.8,2.0
77,Vinny Del Negro,SG,23,SAC,76,1858,12.6,0.52,0.05,0.24100000000000002,2.4,9.6,6.0,19.9,1.7,0.3,13.5,19.1,,1.0,1.2,2.2,0.057,,-1.8,-0.3,-2.1,-0.1
78,Byron Dinkins,PG,22,HOU,33,362,10.9,0.47100000000000003,0.083,0.275,3.9,7.7,5.8,27.3,2.5,0.3,23.2,17.8,,-0.2,0.5,0.3,0.043,,-2.3,0.4,-1.9,0.0
79,Vlade Divac,C,21,LAL,82,1611,17.5,0.544,0.009000000000000001,0.39299999999999996,12.3,23.7,18.2,6.7,2.4,4.2,14.6,20.0,,1.7,3.2,5.0,0.14800000000000002,,-1.0,1.7,0.7,1.1
80,James Donaldson,C,32,DAL,73,2265,12.2,0.581,0.0,0.445,7.9,23.4,15.8,3.6,0.5,1.3,17.2,13.4,,1.7,2.8,4.5,0.094,,-1.0,-0.4,-1.5,0.3
81,Sherman Douglas,PG,23,MIA,81,2470,17.0,0.534,0.033,0.348,3.0,6.3,4.6,37.4,2.8,0.2,18.5,21.7,,2.3,2.1,4.4,0.086,,1.4,0.0,1.4,2.1
82,Terry Dozier,SF,23,CHH,9,92,5.1,0.36,0.037000000000000005,0.29600000000000004,8.2,10.5,9.3,4.5,3.2,1.3,18.7,17.4,,-0.3,0.1,-0.2,-0.084,,-6.4,-0.1,-6.5,-0.1
83,Greg Dreiling,C,27,IND,49,307,6.0,0.478,0.0,0.642,8.4,24.0,16.6,3.3,0.6,2.7,21.8,12.3,,-0.1,0.3,0.2,0.027999999999999997,,-6.0,0.1,-5.9,-0.3
84,Larry Drew,PG,31,LAL,80,1333,10.2,0.511,0.21100000000000002,0.157,1.1,7.1,4.2,22.1,1.8,0.2,18.8,16.2,,0.3,1.1,1.4,0.05,,-1.6,-0.2,-1.8,0.1
85,Clyde Drexler,SG,27,POR,73,2683,22.2,0.551,0.078,0.317,8.3,12.3,10.3,24.8,2.5,1.2,11.0,25.5,,7.3,4.3,11.6,0.20800000000000002,,5.2,2.1,7.3,6.3
86,Kevin Duckworth,C,25,POR,82,2462,13.3,0.517,0.0,0.272,8.0,14.6,11.2,5.5,0.7,0.8,11.8,23.2,,1.8,2.9,4.8,0.09300000000000001,,-1.3,-1.0,-2.3,-0.2
87,Chris Dudley,PF,24,TOT,64,1356,9.5,0.402,0.0,0.513,13.5,20.8,17.0,4.1,1.5,3.2,16.2,16.0,,-1.8,1.9,0.2,0.005,,-4.7,-0.3,-5.0,-1.0
88,Joe Dumars,SG,26,DET,75,2578,17.2,0.555,0.052000000000000005,0.312,2.7,6.7,4.7,22.2,1.2,0.0,10.8,22.5,,5.8,3.0,8.7,0.162,,1.9,0.3,2.2,2.7
89,Mike Dunleavy,PG,35,MIL,5,43,5.1,0.485,0.643,0.5710000000000001,0.0,5.4,2.7,30.6,1.1,0.0,31.3,24.9,,-0.1,0.0,-0.1,-0.09,,-4.9,-4.2,-9.1,-0.1
90,T.R. Dunn,SF,34,DEN,65,657,9.8,0.499,0.021,0.402,8.4,13.9,11.0,7.5,2.8,0.4,14.3,7.9,,0.5,0.9,1.4,0.10099999999999999,,-2.3,1.6,-0.7,0.2
91,Ledell Eackles,SG,23,WSB,78,1696,14.3,0.496,0.063,0.298,4.7,6.5,5.6,16.2,1.4,0.1,11.9,29.1,,0.2,0.8,1.0,0.028999999999999998,,-0.8,-2.4,-3.2,-0.5
92,Mark Eaton,C,33,UTA,82,2281,10.6,0.561,0.0,0.39299999999999996,9.4,20.8,15.4,2.2,0.7,5.5,17.6,8.2,,1.4,3.9,5.3,0.11199999999999999,,-1.7,2.1,0.4,1.4
93,Blue Edwards,SF,24,UTA,82,1889,10.7,0.556,0.053,0.36,4.6,10.6,7.8,11.2,2.0,1.2,18.9,18.6,,0.2,2.4,2.7,0.068,,-3.0,0.7,-2.3,-0.1
94,James Edwards,C,34,DET,82,2283,13.3,0.5489999999999999,0.003,0.381,5.6,11.6,8.6,4.3,0.5,1.0,10.9,22.9,,2.7,2.9,5.6,0.11699999999999999,,-1.6,-0.2,-1.7,0.1
95,Jay Edwards,SG,21,LAC,4,26,7.8,0.42100000000000004,0.28600000000000003,0.429,4.5,4.3,4.4,21.3,1.9,0.0,10.7,15.0,,0.0,0.0,0.0,0.022000000000000002,,-3.3,-0.8,-4.0,0.0
96,Kevin Edwards,SG,24,MIA,78,2211,11.6,0.451,0.031,0.191,3.7,10.6,7.0,16.8,2.7,0.9,14.8,22.2,,-2.0,2.3,0.3,0.005,,-2.5,0.5,-2.1,0.0
97,Craig Ehlo,SG,28,CLE,81,2894,14.5,0.539,0.264,0.19699999999999998,5.6,11.4,8.5,19.5,2.2,0.5,13.6,17.7,,3.3,3.2,6.5,0.10800000000000001,,0.3,0.8,1.1,2.3
98,Sean Elliott,SF,21,SAS,81,2032,12.5,0.546,0.013999999999999999,0.33399999999999996,7.2,9.2,8.2,10.7,1.1,0.4,13.1,17.4,,2.6,2.0,4.6,0.10800000000000001,,-0.4,-0.7,-1.1,0.4
99,Dale Ellis,SG,29,SEA,55,2033,19.0,0.58,0.253,0.233,5.0,8.9,6.9,8.7,1.5,0.2,9.6,25.3,,5.4,1.0,6.4,0.15,,4.0,-1.5,2.5,2.3
100,Pervis Ellison,C,22,SAC,34,866,10.3,0.475,0.008,0.311,8.4,17.2,12.8,10.6,0.9,3.9,17.9,17.3,,-0.5,0.9,0.4,0.021,,-4.0,0.6,-3.4,-0.3
101,Alex English,SF,36,DEN,80,2211,17.9,0.522,0.004,0.142,5.3,8.4,6.8,15.6,1.1,0.6,6.3,26.0,,3.3,1.7,5.1,0.11,,2.5,-1.2,1.2,1.8
102,Patrick Ewing,C,27,NYK,82,3165,25.8,0.599,0.002,0.387,8.5,22.4,15.7,10.0,1.2,5.9,12.4,29.4,,8.3,5.3,13.5,0.205,,3.7,1.8,5.5,6.0
103,Jim Farmer,SG,25,SEA,38,400,15.5,0.51,0.133,0.39399999999999996,4.8,7.9,6.3,9.6,2.1,0.2,10.2,27.7,,0.5,0.3,0.7,0.087,,-0.2,-0.9,-1.1,0.1
104,Duane Ferrell,SF,24,ATL,14,29,8.1,0.361,0.071,0.429,11.6,16.3,13.9,9.9,1.7,0.0,10.7,27.0,,-0.1,0.0,-0.1,-0.092,,-5.6,-3.9,-9.5,-0.1
105,Vern Fleming,PG,27,IND,82,2876,16.3,0.561,0.037000000000000005,0.32,5.0,7.9,6.5,30.8,1.6,0.2,16.4,18.9,,5.6,1.2,6.7,0.11199999999999999,,1.9,-1.1,0.8,2.0
106,Sleepy Floyd,PG,29,HOU,82,2630,14.2,0.552,0.29100000000000004,0.289,1.9,6.0,4.0,30.8,1.7,0.2,18.4,17.1,,3.4,2.9,6.3,0.115,,0.8,-0.2,0.6,1.7
107,Tellis Frank,PF,24,MIA,77,1762,11.1,0.518,0.0,0.386,9.1,15.2,12.1,6.9,1.4,0.9,15.9,19.3,,0.4,1.6,2.0,0.054000000000000006,,-3.2,-0.6,-3.9,-0.8
108,Corey Gaines,SG,24,PHI,9,81,6.2,0.363,0.16699999999999998,0.33299999999999996,1.4,5.6,3.5,39.2,2.5,0.0,42.1,12.4,,-0.1,0.1,-0.1,-0.044000000000000004,,-3.2,-0.4,-3.6,0.0
109,Kevin Gamble,SF,24,BOS,71,990,12.3,0.52,0.06,0.355,4.9,7.4,6.2,15.7,1.4,0.5,11.2,16.7,,1.2,0.7,1.9,0.092,,-0.6,0.0,-0.5,0.4
110,Winston Garland,PG,25,TOT,79,1762,9.8,0.45799999999999996,0.063,0.213,3.3,9.9,6.7,23.5,2.1,0.3,20.1,18.2,,-1.4,1.1,-0.3,-0.008,,-2.7,-0.7,-3.4,-0.6
111,Tom Garrick,SG,23,LAC,73,1721,11.8,0.539,0.05,0.271,2.3,8.4,5.4,23.4,2.5,0.2,19.9,14.3,,0.9,1.6,2.5,0.07,,-2.0,0.7,-1.3,0.3
112,Kenny Gattison,PF,25,CHH,63,941,12.9,0.586,0.004,0.409,8.5,15.6,11.9,6.2,1.8,2.0,17.4,17.4,,0.6,0.9,1.5,0.075,,-2.7,0.1,-2.6,-0.1
113,Derrick Gervin,PF,26,NJN,21,339,22.9,0.531,0.015,0.452,8.5,12.1,10.2,4.5,2.9,1.2,4.8,29.4,,0.9,0.4,1.3,0.184,,2.8,-0.2,2.7,0.4
114,Armen Gilliam,PF,25,TOT,76,2426,16.6,0.565,0.002,0.446,9.4,19.0,14.0,6.4,1.4,1.3,14.0,22.9,,2.3,2.3,4.5,0.09,,0.0,-1.0,-0.9,0.6
115,Mike Gminski,C,30,PHI,81,2659,15.7,0.503,0.017,0.235,8.4,20.8,14.6,6.9,0.8,2.3,8.1,19.2,,3.1,2.9,6.0,0.10800000000000001,,0.7,-0.6,0.0,1.4
116,Gary Grant,PG,24,LAC,44,1529,15.3,0.507,0.040999999999999995,0.21899999999999997,4.5,10.0,7.3,42.5,3.4,0.2,26.7,21.1,,-0.6,1.9,1.3,0.039,,0.3,0.5,0.8,1.1
117,Greg Grant,PG,23,PHO,67,678,9.7,0.43,0.07400000000000001,0.273,2.8,6.5,4.8,32.2,2.5,0.1,24.1,19.4,,-0.8,0.7,-0.1,-0.006999999999999999,,-2.7,-0.4,-3.1,-0.2
118,Harvey Grant,PF,24,WSB,81,1846,12.0,0.502,0.013000000000000001,0.228,8.0,12.0,10.0,9.4,1.4,1.3,11.4,16.5,,1.1,1.4,2.6,0.067,,-1.6,-0.5,-2.2,-0.1
119,Horace Grant,PF,24,CHI,80,2753,16.6,0.555,0.0,0.3,10.1,16.9,13.5,11.3,1.7,1.9,10.2,16.7,,5.3,2.8,8.0,0.14,,1.3,-0.2,1.1,2.1
120,Stuart Gray,C,26,TOT,58,560,8.5,0.485,0.051,0.475,7.7,22.4,14.7,4.5,1.3,2.8,16.7,10.9,,0.0,0.7,0.6,0.054000000000000006,,-5.0,0.6,-4.4,-0.3
121,Jeff Grayer,SF,24,MIL,71,1427,11.4,0.495,0.016,0.312,7.4,10.0,8.7,10.8,1.6,0.4,12.9,18.7,,0.4,1.1,1.5,0.05,,-1.6,-1.1,-2.7,-0.3
